date,prev_close,sig,entry,exit,r1,sym,absr,dir,side,px_in,px_out,qty,gross,costs,net,raw_bps
2021-10-06,558.75,571.0,560.35,560.2,0.021923937360178947,CHOLAFIN,0.021923937360178947,1,L,560.630175,559.9199000000001,5,-3.5513749999995525,2.97033326908475,-6.521708269084303,-2.676898367091063
2021-10-06,163.65,169.75,168.55,168.1,0.03727467155514819,ONGC,0.03727467155514819,1,L,168.634275,168.01595,19,-11.748174999999975,3.39022104256615,-15.138396042566125,-26.69830910709048
2021-10-07,2147.65,2305.0,2368.05,2380.0,0.07326612809349742,TITAN,0.07326612809349742,1,L,2369.234025,2378.81,1,9.575974999999744,2.5185897484496493,7.0573852515500946,50.46346149785607
2021-10-07,336.05,363.95,373.5,377.0,0.08302335961910412,TMPV,0.08302335961910412,1,L,373.68674999999996,376.8115,8,24.998000000000502,3.186219260836,21.8117807391645,93.70816599732157
2021-10-07,149.15,157.3,157.55,157.35,0.05464297686892383,MOTHERSON,0.05464297686892383,1,L,157.628775,157.271325,21,-7.506450000000001,3.5055069193745996,-11.011956919374601,-12.694382735640719
2021-10-08,561.525,587.95,581.0,584.35,0.04705934731312067,LODHA,0.04705934731312067,1,L,581.2905,584.0578250000001,5,13.836625000000708,3.09101193360725,10.745613066393458,57.659208261617856
2021-10-08,157.35,162.85,158.6,158.05,0.03495392437241818,MOTHERSON,0.03495392437241818,1,L,158.67929999999998,157.970975,21,-14.874824999999447,3.5241841522051494,-18.399009152204595,-34.67843631777989
2021-10-08,196.15,208.6,204.2,203.3,0.06347183278103485,INDHOTEL,0.06347183278103485,1,L,204.30209999999997,203.19835000000003,16,-17.659999999998945,3.4551347376271995,-21.115134737626143,-44.07443682663992
2021-10-11,382.95,409.85,414.9,415.55,0.07024415720067911,TMPV,0.07024415720067911,1,L,415.10745,415.34222500000004,8,1.878200000000561,3.5228146770124,-1.6446146770118388,15.66642564473364
2021-10-11,2413.45,2614.75,2503.3,2499.0,0.08340757007603239,SOLARINDS,0.08340757007603239,1,L,2504.55165,2497.7505,1,-6.8011499999997795,2.6516025332858995,-9.452752533285679,-17.177325929773613
2021-10-12,1302.9,1269.25,1243.15,1250.95,-0.02582700130478166,HCLTECH,0.02582700130478166,-1,S,1242.5284250000002,1251.5754749999999,2,-18.094099999999344,2.6428871179628,-20.736987117962144,-62.74383622249857
2021-10-12,206.8,215.2,214.35,213.8,0.04061895551257244,INDHOTEL,0.04061895551257244,1,L,214.45717499999998,213.69310000000002,15,-11.461124999999441,3.40398539193225,-14.86511039193169,-25.658968975973416
2021-10-13,420.85,483.95,508.6,509.6,0.14993465605322553,TMPV,0.14993465605322553,1,L,508.85429999999997,509.34520000000003,6,2.9454000000004044,3.239579082522,-0.2941790825215955,19.661816751868066
2021-10-13,163.45,169.45,168.85,169.5,0.03670847353930862,MOTHERSON,0.03670847353930862,1,L,168.93442499999998,169.41525000000001,19,9.135675000000731,3.4096390250044495,5.7260359749962815,38.49570624814946
2021-10-13,195.8,215.35,224.0,224.4,0.09984678243105205,TATAPOWER,0.09984678243105205,1,L,224.112,224.2878,14,2.461200000000133,3.3288159849672003,-0.8676159849670673,17.857142857142794
2021-10-14,21.35,22.25,22.4,22.4,0.042154566744730504,ADANIPOWER,0.042154566744730504,1,L,22.411199999999997,22.3888,148,-3.315199999999635,3.5152457983999996,-6.8304457983996345,0.0
2021-10-14,336.3,351.9,356.25,353.0,0.04638715432649421,WIPRO,0.04638715432649421,1,L,356.42812499999997,352.8235,9,-32.441624999999476,3.3810042903052495,-35.822629290304725,-91.22807017543866
2021-10-14,332.85,348.0,349.95,346.45,0.045515998197386054,HINDZINC,0.045515998197386054,1,L,350.12497499999995,346.276775,9,-34.63379999999967,3.3194431106595,-37.953243110659166,-100.01428775539334
2021-10-18,222.6,244.85,254.35,256.3,0.09995507637017065,TATAPOWER,0.09995507637017065,1,L,254.477175,256.17185,13,22.030775000000233,3.52229545433545,18.508479545664784,76.66601140161156
2021-10-18,22.4,24.65,24.65,24.65,0.1004464285714286,ADANIPOWER,0.1004464285714286,1,L,24.662324999999996,24.637675,135,-3.327749999999199,3.528553090499999,-6.856303090499198,0.0
2021-10-18,346.7,388.0,388.05,387.0,0.11912316123449673,HINDZINC,0.11912316123449673,1,L,388.24402499999997,386.8065,8,-11.500199999999495,3.2863504953492,-14.786550495348695,-27.058368766911258
2021-10-19,2697.35,2792.25,2725.0,2719.85,0.03518267929634655,SOLARINDS,0.03518267929634655,1,L,2726.3624999999997,2718.490075,1,-7.872424999999566,2.88613643468195,-10.758561434681516,-18.899082568807344
2021-10-19,24.65,27.1,26.15,25.05,0.09939148073022319,ADANIPOWER,0.09939148073022319,1,L,26.163074999999996,25.037475,127,-142.95119999999937,3.432053946686099,-146.38325394668547,-420.6500956022941
2021-10-20,533.75,518.1,513.9,512.5,-0.02932084309133487,HINDALCO,0.02932084309133487,-1,S,513.64305,512.75625,6,5.320799999999963,3.2659268594507997,2.054873140549163,27.24265421288119
2021-10-20,138.86,134.14,133.21,132.91,-0.03399107014258984,VEDL,0.03399107014258984,-1,S,133.14339500000003,132.976455,25,4.173500000000985,3.5280506746525004,0.6454493253484843,22.520831769387016
2021-10-20,214.85,222.5,217.95,218.2,0.035606236909471844,INDHOTEL,0.035606236909471844,1,L,218.05897499999998,218.0909,15,0.4788750000004427,3.46892273057625,-2.990047730575807,11.470520761642788
2021-10-21,47.7,49.45,50.65,50.5,0.0366876310272537,UNIONBANK,0.0366876310272537,1,L,50.675324999999994,50.47475,65,-13.037374999999578,3.4846718671017496,-16.522046867101327,-29.61500493583347
2021-10-21,130.55,134.9,131.1,131.6,0.03332056683263107,IOC,0.03332056683263107,1,L,131.16555,131.5342,25,9.21625000000006,3.4832697285875,5.7329802714125595,38.138825324181
2021-10-21,24.2,24.8,24.5,24.55,0.024793388429752206,ADANIPOWER,0.024793388429752206,1,L,24.512249999999998,24.537725000000002,135,3.439125000000498,3.51140052973725,-0.07227552973675211,20.408163265306367
2021-10-22,577.05,608.4,618.6,620.5,0.054328047829477644,TVSMOTOR,0.054328047829477644,1,L,618.9093,620.18975,5,6.402249999999867,3.2857169119265004,3.116533088073367,30.714516650500734
2021-10-22,513.575,533.1,529.325,528.65,0.03801781628778644,LODHA,0.03801781628778644,1,L,529.5896625,528.385675,6,-7.223925000000236,3.36500155605765,-10.588926556057885,-12.752089925850418
2021-10-22,2395.7,2474.2,2417.2,2410.8,0.0327670409483658,TITAN,0.0327670409483658,1,L,2418.4085999999998,2409.5946000000004,1,-8.813999999999396,2.5589632847232,-11.372963284722596,-26.476915439349604
2021-10-25,759.3,823.4,840.9,839.95,0.08441986039773486,ICICIBANK,0.08441986039773486,1,L,841.3204499999999,839.5300250000001,3,-5.3712749999994,2.67310103162205,-8.04437603162145,-11.297419431560707
2021-10-25,222.0,212.4,215.0,214.2,-0.043243243243243246,TATAPOWER,0.043243243243243246,-1,S,214.8925,214.30709999999996,15,8.781000000000745,3.414557716644,5.366442283356745,37.209302325581504
2021-10-25,598.4,573.35,577.95,577.45,-0.04186163101604268,CHOLAFIN,0.04186163101604268,-1,S,577.6610250000001,577.738725,5,-0.38849999999968077,3.0630722042175007,-3.4515722042171815,8.651267410675345
2021-10-26,483.525,522.55,532.6,529.5,0.08070937386898303,LODHA,0.08070937386898303,1,L,532.8663,529.2352500000001,6,-21.786299999999756,3.3765266457018,-25.162826645701557,-58.20503191888871
2021-10-26,213.6,227.05,224.35,224.85,0.06296816479400746,TATAPOWER,0.06296816479400746,1,L,224.46217499999997,224.737575,14,3.8556000000002655,3.3349075290089996,0.5206924709912659,22.28660574994379
2021-10-26,1524.1,1619.05,1573.2,1562.45,0.06229906174135569,TECHM,0.06229906174135569,1,L,1573.9866,1561.668775,2,-24.635649999999714,3.3225020922295,-27.958152092229213,-68.33206203915587
2021-10-27,2969.8,3126.0,3101.9,3096.2,0.052596134419826246,ASIANPAINT,0.052596134419826246,1,L,3103.45095,3094.6519,1,-8.79905000000008,3.2854273862440997,-12.08447738624418,-18.375834166156622
2021-10-27,38.65,40.05,40.25,40.1,0.036222509702457995,CANBK,0.036222509702457995,1,L,40.270125,40.079950000000004,82,-15.594349999999707,3.4917879285898996,-19.086137928589608,-37.26708074534124
2021-10-27,841.9,810.4,791.45,786.4,-0.03741536999643669,AXISBANK,0.03741536999643669,-1,S,791.0542750000001,786.7932,4,17.044300000000476,3.3483378941174,13.695962105883076,63.80693663529002
2021-10-28,1566.55,1486.35,1418.55,1398.95,-0.05119530177779197,ADANIENT,0.05119530177779197,-1,S,1417.840725,1399.649475,2,36.382500000000164,2.9918151925704,33.390684807429764,138.16925734024156
2021-10-28,46.3,42.15,41.65,41.35,-0.08963282937365014,PNB,0.08963282937365014,-1,S,41.629175000000004,41.370675,80,20.680000000000405,3.522969077288,17.157030922712405,72.02881152460927
2021-10-28,745.85,711.05,692.95,688.65,-0.046658175236307664,ADANIPORTS,0.046658175236307664,-1,S,692.6035250000001,688.9943249999999,4,14.436800000000858,2.9318244544564,11.504975545544458,62.05353921639456
2021-10-29,1997.95,1929.95,2181.1,2177.25,-0.03403488575790181,INDIGO,0.03403488575790181,-1,S,2180.00945,2178.338625,1,1.6708250000001499,2.3110932571649494,-0.6402682571647995,17.65164366604011
2021-10-29,135.6,132.05,131.95,131.65,-0.026179941002949736,ETERNAL,0.026179941002949736,-1,S,131.884025,131.715825,25,4.205000000000325,3.4946499016524997,0.7103500983478255,22.735884804848673
2021-10-29,66.05,63.9,69.1,68.05,-0.03255109765329289,BEL,0.03255109765329289,-1,S,69.06545,68.084025,48,47.108400000000074,3.4957523655047993,43.612647634495275,151.95369030390648
2021-11-01,614.75,571.1,593.05,590.0,-0.07100447336315574,CHOLAFIN,0.07100447336315574,-1,S,592.753475,590.295,5,12.292375000000106,3.1377674647767497,9.154607535223356,51.429053199560926
2021-11-01,532.1,559.0,571.95,577.4,0.050554407066340845,LODHA,0.050554407066340845,1,L,572.235975,577.1113,5,24.376624999999876,3.0497504699207494,21.326874530079127,95.28804965468929
2021-11-01,24.65,20.15,20.55,20.6,-0.1825557809330629,ADANIPOWER,0.1825557809330629,-1,S,20.539725,20.6103,162,-11.433149999999685,3.5333900847153,-14.966540084714985,-24.330900243310083
2021-11-02,408.85,422.7,428.35,429.9,0.03387550446373977,DLF,0.03387550446373977,1,L,428.564175,429.68505,7,7.846125000000086,3.1863254487739496,4.659799551226136,36.18536243725767
2021-11-02,222.95,230.75,229.1,229.2,0.03498542274052485,TATAPOWER,0.03498542274052485,1,L,229.21454999999997,229.0854,14,-1.8080999999997402,3.4018367990417993,-5.2099367990415395,4.364906154517012
2021-11-02,134.3,138.65,136.6,136.55,0.03239017125837673,NTPC,0.03239017125837673,1,L,136.6683,136.481725,24,-4.477799999999434,3.4754573257356,-7.953257325735033,-3.660322108344216
2021-11-03,1491.3,1540.5,1504.6,1515.75,0.0329913498290082,MUTHOOTFIN,0.0329913498290082,1,L,1505.3522999999998,1514.992125,2,19.2796500000004,3.2050510476801,16.0745989523203,74.10607470424102
2021-11-03,691.65,743.75,724.95,726.95,0.07532711631605582,TRENT,0.07532711631605582,1,L,725.312475,726.586525,4,5.096200000000408,3.079898978696,2.0163010213044084,27.58810952479429
2021-11-03,138.9,149.6,148.45,147.9,0.07703383729301638,MAZDOCK,0.07703383729301638,1,L,148.52422499999997,147.82605,22,-15.359849999999199,3.4552280765672996,-18.815078076566497,-37.04951162007308
2021-11-08,2515.6,2736.55,2702.3,2713.25,0.08783192876450951,EICHERMOT,0.08783192876450951,1,L,2703.65115,2711.893375,1,8.242224999999962,2.87236915606265,5.369855843937312,40.52103763460657
2021-11-08,48.2,51.7,52.95,53.25,0.07261410788381739,UNIONBANK,0.07261410788381739,1,L,52.976475,53.223375000000004,62,15.307800000000228,3.4928990012982,11.814900998702027,56.657223796032774
2021-11-09,70.1,72.75,72.6,72.9,0.03780313837375182,BEL,0.03780313837375182,1,L,72.63629999999999,72.86355,45,10.226250000000547,3.4727760434744996,6.753473956526047,41.322314049587746
2021-11-09,234.55,244.6,241.75,241.5,0.04284800682157308,TATAPOWER,0.04284800682157308,1,L,241.87087499999998,241.37925,13,-6.391124999999619,3.3303101263672503,-9.721435126366869,-10.341261633919352
2021-11-09,712.25,792.6,728.6,731.3,0.1128115128115128,TVSMOTOR,0.1128115128115128,1,L,728.9643,730.93435,4,7.880200000000059,3.0971717083795998,4.783028291620459,37.05737029920275
2021-11-10,25.85,25.05,24.95,24.8,-0.030947775628626717,IRFC,0.030947775628626717,-1,S,24.937525,24.8124,133,16.64162500000008,3.5101981752456504,13.13142682475443,60.120240480960874
2021-11-10,21.95,22.5,22.05,22.05,0.02505694760820054,ADANIPOWER,0.02505694760820054,1,L,22.061025,22.038975,151,-3.329550000000019,3.530461706099999,-6.860011706100018,0.0
2021-11-11,136.05,140.45,139.8,140.25,0.032341051084159966,ETERNAL,0.032341051084159966,1,L,139.8699,140.179875,23,7.129425000000197,3.41604669273045,3.7133783072697466,32.18884120171683
2021-11-11,139.45,135.0,132.85,133.35,-0.0319110792398708,IOC,0.0319110792398708,-1,S,132.783575,133.416675,25,-15.827499999999617,3.5269163189125,-19.354416318912115,-37.63643206623924
2021-11-12,950.65,927.0,923.0,919.6,-0.024877715247462184,GODREJCP,0.024877715247462184,-1,S,922.5385,920.0598,3,7.43610000000001,2.9317985496473997,4.50430145035261,36.83640303358548
2021-11-12,747.05,728.7,730.05,728.4,-0.024563282243490914,TVSMOTOR,0.024563282243490914,-1,S,729.684975,728.7642,4,3.683100000000195,3.0936358300541995,0.5894641699459955,22.60119169919861
2021-11-12,140.9,145.9,150.9,151.9,0.03548616039744501,ETERNAL,0.03548616039744501,1,L,150.97545,151.82405000000003,22,18.66920000000073,3.5342013011140003,15.134998698886728,66.26905235255221
2021-11-15,154.65,160.95,157.8,157.65,0.040737148399611955,ONGC,0.040737148399611955,1,L,157.87890000000002,157.571175,21,-6.462225000000103,3.51174561605595,-9.973970616056054,-9.50570342205359
2021-11-15,163.75,155.1,157.2,156.75,-0.05282442748091609,MOTHERSON,0.05282442748091609,-1,S,157.1214,156.828375,21,6.153525000000002,3.4964278891321494,2.6570971108678525,28.625954198472357
2021-11-16,642.3,657.6,709.3,710.0,0.023820644558617543,LODHA,0.023820644558617543,1,L,709.65465,709.6450000000001,4,-0.038599999999405554,3.0101940588835996,-3.048794058883005,9.868884816015555
2021-11-16,160.3,164.1,159.2,159.45,0.023705552089831494,ETERNAL,0.023705552089831494,1,L,159.2796,159.370275,20,1.81350000000009,3.379328457435,-1.5658284574349102,15.70351758793942
2021-11-16,156.95,162.45,166.6,166.55,0.03504300732717436,MOTHERSON,0.03504300732717436,1,L,166.68329999999997,166.46672500000003,19,-4.114924999999033,3.3557986562073494,-7.470723656206383,-3.0012004801915904
2021-11-17,519.05,532.1,532.7,530.85,0.025142086504190475,TMPV,0.025142086504190475,1,L,532.96635,530.5845750000001,6,-14.290649999999687,3.3819621450543007,-17.67261214505399,-34.72874037920071
2021-11-17,134.3,137.5,136.45,136.45,0.023827252419955203,NTPC,0.023827252419955203,1,L,136.51822499999997,136.381775,24,-3.2747999999992317,3.4724079815999995,-6.747207981599232,0.0
2021-11-18,2731.6,2822.0,2775.0,2774.85,0.033094157270464164,SOLARINDS,0.033094157270464164,1,L,2776.3875,2773.462575,1,-2.924924999999803,2.94235306411695,-5.8672780641167535,-0.5405405405412012
2021-11-18,126.56,122.58,115.52,115.52,-0.031447534766118834,VEDL,0.031447534766118834,-1,S,115.46224000000001,115.57775999999998,28,-3.2345599999993055,3.42973981952,-6.6642998195193055,-0.0
2021-11-18,714.4,682.625,683.7,690.075,-0.0444778835386338,LODHA,0.0444778835386338,-1,S,683.3581500000001,690.4200375,4,-28.247549999999592,2.9105444224814994,-31.158094422481092,-93.24265028521239
2021-11-22,714.35,753.9,740.3,741.25,0.05536501714845654,BHARTIARTL,0.05536501714845654,1,L,740.6701499999999,740.8793750000001,4,0.8369000000006963,3.1423163727706003,-2.305416372769904,12.832635418074112
2021-11-22,1118.65,1085.5,1067.85,1068.5,-0.029633933759442233,RELIANCE,0.029633933759442233,-1,S,1067.316075,1069.03425,3,-5.154524999999921,3.3976784645203497,-8.552203464520272,-6.086997237439995
2021-11-22,115.84,120.5,121.7,122.67,0.04022790055248615,VEDL,0.04022790055248615,1,L,121.76084999999999,122.608665,27,22.891005000000305,3.50093691298053,19.390068087019774,79.7041906327034
2021-11-23,122.88,131.07,131.28,133.79,0.066650390625,VEDL,0.066650390625,1,L,131.34564,133.723105,25,59.43662500000002,3.5201965384092495,55.91642846159077,191.19439366239942
2021-11-23,681.175,705.25,702.5,703.0,0.03534334055125332,HAL,0.03534334055125332,1,L,702.8512499999999,702.6485,4,-0.8109999999996944,2.980840831774,-3.7918408317736945,7.11743772241924
2021-11-23,43.85,46.1,46.8,46.9,0.05131128848346633,UNIONBANK,0.05131128848346633,1,L,46.82339999999999,46.87655,71,3.7736500000006643,3.5278477293977,0.24580227060296433,21.36752136752129
2021-11-24,236.95,243.8,240.45,238.25,0.028909052542730684,TATAPOWER,0.028909052542730684,1,L,240.57022499999997,238.130875,13,-31.711549999999505,3.2961687323317994,-35.007718732331305,-91.49511332917415
2021-11-24,132.7,128.94,129.56,129.18,-0.028334589299170987,VEDL,0.028334589299170987,-1,S,129.49522000000002,129.24459,25,6.265750000000736,3.4304535949265,2.835296405074236,29.330040135844282
2021-11-24,146.7,152.75,153.85,153.3,0.041240627130197716,ONGC,0.041240627130197716,1,L,153.92692499999998,153.22335,21,-14.775074999999418,3.4184150377051497,-18.193490037704567,-35.749106272342516
2021-11-25,2276.4,2177.2,2146.05,2140.1,-0.043577578632929326,SIEMENS,0.043577578632929326,-1,S,2144.9769750000005,2141.1700499999997,1,3.806925000000774,2.27304535422765,1.533879645773124,27.725355886397686
2021-11-25,695.55,711.025,709.925,705.05,0.022248580260225692,LODHA,0.022248580260225692,1,L,710.2799624999999,704.6974749999999,4,-22.329949999999826,2.9985750126035,-25.328525012603325,-68.66922562242527
2021-11-25,317.4,310.7,314.0,313.85,-0.021109010712035303,SHRIRAMFIN,0.021109010712035303,-1,S,313.843,314.006925,10,-1.639250000000061,3.3288432258305,-4.968093225830561,4.777070063693989
2021-11-26,205.55,194.4,185.55,182.35,-0.054244709316468076,INDHOTEL,0.054244709316468076,-1,S,185.45722500000002,182.441175,17,51.2728500000006,3.3218180631528,47.951031936847805,172.46025330099778
2021-11-26,2071.6,1935.0,1898.75,1893.7,-0.06593937053485222,INDIGO,0.06593937053485222,-1,S,1897.800625,1894.6468499999999,1,3.1537750000002234,2.01120117012935,1.1425738298708734,26.596445029624107
2021-11-26,407.25,391.6,382.35,377.3,-0.03842848373235108,DLF,0.03842848373235108,-1,S,382.15882500000004,377.48865,8,37.36140000000023,3.2263884906348004,34.13501150936543,132.07793906107045
2021-11-29,1372.55,1317.0,1343.45,1357.0,-0.04047211394849004,ADANIGREEN,0.04047211394849004,-1,S,1342.7782750000001,1357.6785,2,-29.800449999999728,2.8604267384622997,-32.66087673846203,-100.85972682273292
2021-11-29,227.35,221.2,218.8,218.4,-0.02705080272707283,TATAPOWER,0.02705080272707283,-1,S,218.69060000000002,218.5092,15,2.721000000000373,3.477519827322,-0.7565198273216267,18.281535648995153
2021-11-29,2729.6,2607.0,2575.0,2586.6,-0.044915005861664636,SOLARINDS,0.044915005861664636,-1,S,2573.7125,2587.8932999999997,1,-14.180799999999635,2.7352577089107997,-16.916057708910436,-45.04854368932109
2021-11-30,172.55,182.4,181.5,180.05,0.057084902926687775,INDHOTEL,0.057084902926687775,1,L,181.59074999999999,179.95997500000001,18,-29.353949999999486,3.4474357703493004,-32.80138577034879,-79.88980716253424
2021-11-30,702.9,746.55,736.4,714.5,0.06209987195902689,LODHA,0.06209987195902689,1,L,736.7682,714.1427500000001,4,-90.50179999999955,3.0672876394988005,-93.56908763949835,-297.3927213470939
2021-11-30,19.7,20.6,20.05,19.8,0.045685279187817285,ADANIPOWER,0.045685279187817285,1,L,20.060025,19.790100000000002,166,-44.807549999999516,3.5025801842895,-48.310130184289015,-124.68827930174564
2021-12-01,2767.45,2706.25,2891.0,2847.0,-0.02211422067246016,SOLARINDS,0.02211422067246016,-1,S,2889.5545,2848.4235,1,41.13100000000031,3.046949533028,38.084050466972315,152.19647180906293
2021-12-01,1426.2,1459.1,1456.65,1463.85,0.023068293366989012,MUTHOOTFIN,0.023068293366989012,1,L,1457.378325,1463.118075,2,11.479500000000371,3.0983089933728,8.38119100662757,49.42848316342064
2021-12-01,2370.45,2457.4,2441.0,2438.0,0.03668079900440846,EICHERMOT,0.03668079900440846,1,L,2442.2205,2436.781,1,-5.439499999999953,2.5863751043389995,-8.025875104338953,-12.290045063498845
2021-12-02,184.4,189.55,188.7,189.45,0.027928416485900165,BPCL,0.027928416485900165,1,L,188.79434999999998,189.355275,17,9.53572500000044,3.4096299018592493,6.126095098141191,39.745627980922734
2021-12-02,155.39999999999998,160.46249999999998,160.5,160.35000000000002,0.03257722007722008,POWERGRID,0.03257722007722008,1,L,160.58024999999998,160.26982500000003,20,-6.208499999999049,3.4017781023389997,-9.610278102338048,-9.345794392522366
2021-12-03,1341.6,1386.65,1373.8,1389.55,0.033579308288610665,ADANIGREEN,0.033579308288610665,1,L,1374.4868999999999,1388.855225,2,28.73665000000028,2.9335527146405003,25.803097285359783,114.64550880768698
2021-12-03,1789.2,1839.85,1807.95,1799.65,0.028308741336910304,LT,0.028308741336910304,1,L,1808.853975,1798.7501750000001,1,-10.103799999999865,1.9117341000379,-12.015534100037765,-45.908349235321836
2021-12-03,184.2,190.85,192.6,192.2,0.03610206297502727,INDHOTEL,0.03610206297502727,1,L,192.69629999999998,192.1039,17,-10.07079999999948,3.4674204163684004,-13.53822041636788,-20.768431983385625
2021-12-06,159.75,150.45,148.95,148.6,-0.05821596244131466,COALINDIA,0.05821596244131466,-1,S,148.875525,148.6743,22,4.426950000000488,3.4713973417299,0.9555526582705882,23.497818059751154
2021-12-06,88.2,86.05,86.1,85.7,-0.0243764172335601,GAIL,0.0243764172335601,-1,S,86.05695,85.74285,38,11.935799999999858,3.4628363266823996,8.472963673317459,46.4576074332157
2021-12-07,421.35,434.8,443.6,441.7,0.03192120564851075,HINDALCO,0.03192120564851075,1,L,443.8218,441.47915,7,-16.398549999999943,3.2840632301029,-19.682613230102845,-42.83137962128092
2021-12-07,187.0,192.9,193.85,194.85,0.03155080213903738,INDHOTEL,0.03155080213903738,1,L,193.946925,194.752575,17,13.696050000000241,3.505182443979,10.190867556021242,51.586278050039795
2021-12-07,642.85,662.5,660.45,660.9,0.030567006300070032,JSWSTEEL,0.030567006300070032,1,L,660.780225,660.56955,5,-1.053374999999619,3.50295415774575,-4.556329157745369,6.813536225300787
2021-12-08,316.2,325.45,320.9,320.7,0.029253636938646466,WIPRO,0.029253636938646466,1,L,321.06044999999995,320.53965,10,-5.207999999999515,3.4013576662259997,-8.609357666225515,-6.232471174820731
2021-12-08,20.05,20.7,20.8,20.8,0.032418952618453734,ADANIPOWER,0.032418952618453734,1,L,20.8104,20.7896,160,-3.328000000000202,3.5288181759999997,-6.856818176000202,0.0
2021-12-08,146.05,150.25,149.75,149.75,0.028757274905854002,MOTHERSON,0.028757274905854002,1,L,149.824875,149.675125,22,-3.29449999999963,3.493296718999999,-6.787796718999629,0.0
2021-12-09,195.55,200.55,196.5,196.9,0.02556890820761959,BPCL,0.02556890820761959,1,L,196.59824999999998,196.80155000000002,16,3.2528000000006614,3.3378106456767997,-0.08501064567613836,20.356234096692294
2021-12-09,902.75,927.45,928.25,927.8,0.027360841872057673,GODREJCP,0.027360841872057673,1,L,928.714125,927.3361,3,-4.134074999999939,2.95192351155255,-7.085998511552489,-4.847831941826586
