date,sym,side,entry,exit,qty,reason,entry_time,exit_time,rvol,gross,costs,net,R
2023-03-22,HINDZINC,S,318.44,318.16,10,eod,10:15,15:10,25.98,2.82,3.38,-0.56,-0.01
2023-03-23,HAL,L,1247.12,1246.88,2,eod,09:35,15:10,5.34,-0.49,2.64,-3.14,-0.17
2023-03-24,HAL,L,1279.24,1287.83,2,eod,09:45,15:10,4.26,17.18,2.72,14.46,0.38
2023-03-31,VEDL,S,105.57,102.59,31,eod,09:30,15:10,9.2,92.25,3.43,88.82,2.67
2023-04-03,ONGC,S,154.07,153.78,21,eod,12:35,15:10,5.27,6.22,3.43,2.79,0.04
2023-04-03,EICHERMOT,S,2995.5,3010.5,1,eod,09:55,15:10,4.3,-15.0,3.18,-18.19,-0.33
2023-04-05,BAJFINANCE,L,592.3,580.46,5,stop,09:30,10:50,4.57,-59.18,3.1,-62.28,-1.08
2023-04-11,KOTAKBANK,S,365.67,369.43,9,eod,09:35,15:10,8.44,-33.91,3.5,-37.41,-0.68
2023-04-13,DIVISLAB,L,3211.55,3177.06,1,eod,10:00,15:10,5.76,-34.49,3.38,-37.88,-0.56
2023-04-17,VBL,L,287.84,290.45,11,eod,10:15,15:10,5.74,28.72,3.38,25.34,0.81
2023-04-17,KOTAKBANK,S,374.71,378.39,8,stop,09:30,10:25,13.21,-29.41,3.19,-32.6,-1.17
2023-04-17,INFY,S,1223.59,1250.93,2,stop,09:30,13:35,23.34,-54.67,2.62,-57.29,-1.07
2023-04-21,HCLTECH,S,1047.93,1050.02,3,eod,10:20,15:10,6.52,-6.3,3.34,-9.63,-0.13
2023-04-24,WIPRO,L,189.09,189.01,17,eod,15:10,15:10,4.16,-1.51,3.41,-4.92,-0.08
2023-04-24,HDFCLIFE,S,542.78,547.37,6,eod,09:45,15:10,13.65,-27.57,3.47,-31.04,-0.44
2023-04-24,SUNPHARMA,L,975.49,978.26,3,eod,14:50,15:10,4.1,8.32,3.11,5.21,0.11
2023-04-25,IRFC,L,30.27,29.69,110,stop,09:50,12:40,9.14,-63.8,3.49,-67.29,-1.08
2023-04-25,MAXHEALTH,S,442.73,442.02,7,eod,13:45,15:10,31.05,4.95,3.28,1.67,0.03
2023-04-25,SHRIRAMFIN,S,279.31,284.14,11,stop,11:50,12:40,6.45,-53.15,3.28,-56.43,-1.09
2023-04-26,IRFC,S,30.83,30.32,108,eod,09:35,15:10,14.35,56.1,3.51,52.59,0.64
2023-04-26,TATACONSUM,L,734.32,746.98,4,eod,10:20,15:10,9.02,50.64,3.15,47.49,1.15
2023-04-26,TORNTPHARM,S,1643.48,1623.76,2,eod,09:30,15:10,7.03,39.43,3.47,35.96,1.09
2023-04-27,SBILIFE,L,1139.32,1135.13,2,eod,09:55,15:10,4.51,-8.37,2.41,-10.79,-0.39
2023-04-28,WIPRO,L,193.25,192.5,17,eod,09:30,15:10,7.28,-12.63,3.48,-16.1,-0.29
2023-04-28,GODREJCP,L,938.47,919.54,3,stop,09:45,11:55,9.13,-56.79,2.95,-59.74,-1.08
2023-04-28,INDHOTEL,S,341.93,339.02,9,eod,10:30,15:10,11.31,26.19,3.25,22.93,0.42
2023-05-02,PFC,L,138.95,138.85,23,eod,09:30,15:10,4.39,-2.27,3.39,-5.66,-0.09
2023-05-03,GODREJCP,L,932.52,938.68,3,eod,09:30,15:10,11.83,18.49,2.98,15.51,0.36
2023-05-05,HDFCBANK,S,814.59,813.51,4,eod,13:50,15:10,5.49,4.34,3.45,0.89,0.01
2023-05-05,TATAPOWER,S,202.0,200.4,16,eod,11:10,15:10,5.19,25.58,3.42,22.16,0.38
2023-05-05,UNITDSPR,L,797.0,787.01,4,eod,10:40,15:10,4.52,-39.97,3.36,-43.32,-0.71
2023-05-08,COALINDIA,S,230.68,232.92,14,eod,09:30,15:10,4.29,-31.25,3.44,-34.68,-1.0
2023-05-09,PIDILITIND,L,1216.06,1237.38,2,eod,09:30,15:10,10.95,42.65,2.61,40.04,1.32
2023-05-09,SUNPHARMA,S,954.27,958.68,3,eod,09:30,15:10,4.78,-13.22,3.04,-16.26,-0.43
2023-05-09,ADANIENSOL,L,922.46,901.15,3,stop,09:30,13:55,7.84,-63.94,2.89,-66.83,-1.07
2023-05-10,PIDILITIND,L,1265.13,1253.57,2,eod,09:45,15:10,5.5,-23.12,2.67,-25.79,-0.48
2023-05-11,LT,S,2254.77,2244.92,1,eod,09:30,15:10,13.89,9.85,2.39,7.46,0.14
2023-05-11,DRREDDY,S,917.54,907.1,3,eod,09:40,15:10,25.65,31.31,2.91,28.41,0.42
2023-05-12,CGPOWER,L,330.01,332.33,10,eod,13:30,15:10,15.24,23.19,3.51,19.67,0.29
2023-05-12,MAXHEALTH,S,502.55,500.05,6,eod,09:30,15:10,7.14,14.99,3.19,11.8,0.19
2023-05-16,IOC,L,85.64,86.76,38,eod,10:20,15:10,4.45,42.32,3.48,38.85,1.59
2023-05-16,GAIL,L,113.51,112.54,29,stop,09:30,09:50,4.2,-27.93,3.47,-31.4,-1.19
2023-05-16,DLF,L,476.54,470.51,6,stop,09:30,10:40,5.79,-36.14,3.01,-39.15,-1.13
2023-05-17,IOC,S,87.46,87.69,38,eod,11:35,15:10,5.21,-9.03,3.53,-12.56,-0.29
2023-05-17,JINDALSTEL,S,541.23,533.02,6,eod,10:55,15:10,6.35,49.28,3.42,45.85,0.91
2023-05-17,MAZDOCK,L,409.6,405.55,8,stop,09:30,09:40,4.36,-32.46,3.45,-35.91,-1.16
2023-05-19,ITC,S,413.49,421.16,8,stop,09:30,12:15,5.23,-61.34,3.53,-64.87,-1.09
2023-05-19,ZYDUSLIFE,S,506.7,495.25,6,eod,09:40,15:10,4.4,68.69,3.2,65.5,1.41
2023-05-22,ADANIPORTS,L,709.85,727.04,4,eod,09:30,15:10,5.21,68.73,3.06,65.67,1.05
2023-05-23,AMBUJACEM,L,437.57,426.79,7,stop,09:40,10:45,7.94,-75.48,3.2,-78.68,-1.06
2023-05-23,VEDL,S,107.93,108.07,30,eod,14:05,15:10,5.61,-4.44,3.44,-7.88,-0.15
2023-05-23,BPCL,L,185.09,183.36,18,eod,09:30,15:10,5.7,-31.22,3.51,-34.73,-0.74
2023-05-26,GRASIM,S,1680.26,1702.85,1,stop,09:50,14:45,5.01,-22.59,1.79,-24.38,-1.12
2023-05-29,ONGC,L,160.08,158.92,20,eod,13:40,15:10,7.6,-23.19,3.38,-26.57,-0.38
2023-06-01,COALINDIA,L,231.12,229.49,14,stop,09:30,12:05,10.89,-22.82,3.42,-26.24,-1.24
2023-06-05,CGPOWER,S,378.96,382.64,8,stop,09:30,09:55,7.12,-29.45,3.23,-32.67,-1.17
2023-06-07,HAL,L,1760.45,1749.22,1,eod,09:50,15:10,4.92,-11.23,1.86,-13.09,-0.41
2023-06-08,NTPC,L,182.39,181.76,18,eod,09:30,15:10,6.57,-11.38,3.47,-14.85,-0.19
2023-06-09,KOTAKBANK,S,372.21,375.14,8,eod,13:30,15:10,10.75,-23.39,3.17,-26.56,-0.45
2023-06-12,TVSMOTOR,S,1356.32,1340.42,2,eod,09:30,15:10,8.11,31.8,2.86,28.94,0.51
2023-06-13,TATACONSUM,L,808.65,819.84,4,eod,09:30,15:10,5.14,44.74,3.46,41.28,1.64
2023-06-15,TATACONSUM,L,869.38,864.32,3,eod,09:50,15:10,6.42,-15.2,2.76,-17.96,-0.45
2023-06-19,DRREDDY,S,989.7,975.69,3,eod,09:30,15:10,4.6,42.05,3.13,38.92,0.9
2023-06-19,BAJAJFINSV,L,1545.12,1541.23,2,eod,09:30,15:10,5.76,-7.79,3.27,-11.06,-0.2
2023-06-20,HDFCAMC,S,1005.45,1029.91,3,stop,09:30,13:45,27.8,-73.4,3.23,-76.63,-1.07
2023-06-20,INDIGO,S,2449.27,2441.22,1,eod,09:30,15:10,6.04,8.05,2.59,5.46,0.13
2023-06-22,MOTHERSON,S,57.47,56.53,58,eod,11:45,15:10,6.49,54.69,3.51,51.18,0.66
2023-06-30,INFY,L,1322.46,1334.23,2,eod,09:30,15:10,4.01,23.54,2.82,20.72,0.67
2023-06-30,HCLTECH,L,1188.14,1187.76,2,eod,09:30,15:10,4.38,-0.78,2.52,-3.3,-0.07
2023-07-03,M&M,S,1462.27,1466.88,2,eod,09:55,15:10,5.28,-9.23,3.11,-12.33,-0.17
2023-07-04,CANBK,S,63.62,64.63,52,stop,09:55,10:15,4.54,-52.73,3.53,-56.26,-1.1
2023-07-04,VBL,S,323.34,321.96,10,eod,09:35,15:10,4.81,13.77,3.42,10.35,0.22
2023-07-05,BAJFINANCE,S,784.46,784.79,4,eod,10:35,15:10,4.06,-1.34,3.33,-4.67,-0.08
2023-07-06,HINDZINC,L,321.61,333.83,10,eod,10:00,15:10,15.05,122.22,3.49,118.73,2.12
2023-07-06,EICHERMOT,S,3240.03,3225.41,1,eod,09:30,15:10,7.12,14.62,3.43,11.19,0.23
2023-07-07,GAIL,L,112.11,109.55,29,stop,09:35,12:25,5.24,-74.26,3.4,-77.66,-1.07
2023-07-07,BHARTIARTL,L,868.08,869.76,3,eod,09:40,15:10,22.92,5.04,2.76,2.28,0.14
2023-07-07,HINDZINC,S,338.93,341.17,9,eod,10:50,15:10,10.39,-20.16,3.24,-23.4,-0.51
2023-07-10,RELIANCE,L,1234.47,1235.08,2,eod,09:40,15:10,8.0,1.23,2.62,-1.39,-0.03
2023-07-11,VEDL,L,104.27,103.74,31,eod,09:55,15:10,6.18,-16.55,3.42,-19.97,-0.47
2023-07-12,PIDILITIND,L,1300.1,1309.34,2,eod,09:30,15:10,5.39,18.49,2.77,15.72,0.33
2023-07-13,HCLTECH,L,1106.95,1109.54,3,eod,10:00,15:10,17.79,7.78,3.53,4.25,0.07
2023-07-13,MOTHERSON,S,63.67,63.33,52,eod,10:15,15:10,4.3,17.5,3.5,13.99,0.27
2023-07-17,AMBUJACEM,L,420.41,416.24,7,stop,09:30,11:55,4.2,-29.18,3.1,-32.28,-1.16
2023-07-17,UNITDSPR,L,968.48,971.91,3,eod,11:05,15:10,7.96,10.29,3.09,7.2,0.11
2023-07-19,NTPC,L,194.85,192.4,17,eod,09:30,15:10,9.21,-41.54,3.49,-45.03,-0.6
2023-07-21,HINDUNILVR,S,2638.23,2605.75,1,eod,11:10,15:10,5.52,32.48,2.78,29.69,0.8
2023-07-21,LT,L,2574.04,2584.81,1,eod,12:50,15:10,11.44,10.77,2.74,8.03,0.15
2023-07-21,UNITDSPR,S,977.51,995.5,3,stop,09:30,10:00,10.73,-53.96,3.13,-57.09,-1.09
2023-07-24,IRFC,S,35.48,35.12,93,eod,09:30,15:10,7.65,33.92,3.49,30.43,0.53
2023-07-25,TVSMOTOR,L,1347.67,1384.11,2,eod,11:05,15:10,10.03,72.87,2.9,69.96,1.08
2023-07-25,ITC,S,456.67,462.68,7,eod,09:30,15:10,11.11,-42.07,3.41,-45.48,-0.56
2023-07-26,TVSMOTOR,S,1386.86,1370.94,2,eod,09:50,15:10,5.0,31.84,2.93,28.91,1.06
2023-07-26,SBILIFE,S,1279.36,1293.3,2,eod,09:30,15:10,5.24,-27.87,2.73,-30.6,-0.74
2023-07-27,RECLTD,L,177.79,188.41,18,eod,09:30,15:10,4.03,191.1,3.52,187.59,2.43
2023-07-27,DRREDDY,S,1088.66,1106.55,3,stop,09:30,09:50,8.63,-53.69,3.49,-57.18,-1.1
2023-07-28,MUTHOOTFIN,L,1333.87,1326.49,2,stop,09:35,10:00,12.87,-14.76,2.82,-17.58,-1.31
2023-07-28,TORNTPHARM,S,1987.06,1990.94,1,eod,10:05,15:10,6.59,-3.89,2.11,-6.0,-0.13
2023-07-28,BEL,S,129.14,130.27,25,eod,09:45,15:10,8.02,-28.24,3.44,-31.68,-0.5
2023-07-31,COALINDIA,L,229.41,227.49,14,stop,09:55,13:25,5.6,-27.0,3.39,-30.39,-1.2
2023-07-31,GAIL,S,119.84,122.71,27,stop,09:50,10:50,10.15,-77.52,3.46,-80.99,-1.07
2023-08-01,DLF,S,505.1,500.25,6,eod,10:10,15:10,11.94,29.08,3.2,25.88,0.68
2023-08-01,IRFC,L,39.77,40.63,83,eod,10:00,15:10,8.68,71.36,3.55,67.82,0.84
2023-08-02,CHOLAFIN,L,1116.86,1089.55,2,stop,09:30,09:50,8.89,-54.61,2.33,-56.94,-1.06
2023-08-02,COALINDIA,S,240.38,234.67,13,eod,09:55,15:10,10.79,74.26,3.28,70.98,1.97
2023-08-02,TVSMOTOR,S,1367.77,1380.64,2,eod,13:20,15:10,4.42,-25.75,2.91,-28.66,-0.51
2023-08-03,VEDL,S,95.92,95.29,34,eod,09:30,15:10,137.57,21.57,3.45,18.12,0.3
2023-08-04,CUMMINSIND,L,1881.94,1847.03,1,stop,09:30,10:30,6.22,-34.91,1.97,-36.89,-1.09
2023-08-07,M&M,L,1502.85,1526.54,2,eod,09:30,15:10,6.05,47.37,3.22,44.15,1.07
2023-08-08,PFC,L,220.03,215.89,15,stop,09:30,10:45,5.05,-62.07,3.46,-65.53,-1.08
2023-08-08,TORNTPHARM,S,2045.48,2036.47,1,eod,10:05,15:10,4.86,9.01,2.17,6.84,0.14
2023-08-09,SBILIFE,S,1353.12,1350.68,2,eod,11:55,15:10,5.18,4.9,2.87,2.03,0.05
2023-08-09,ADANIPORTS,L,804.65,785.21,4,stop,09:30,12:40,6.48,-77.78,3.36,-81.14,-1.06
2023-08-09,COALINDIA,L,234.32,231.83,14,stop,09:45,10:20,6.82,-34.76,3.46,-38.22,-1.15
2023-08-10,TRENT,L,1222.96,1265.37,2,eod,09:30,15:10,16.22,84.81,2.65,82.16,1.39
2023-08-11,MOTHERSON,L,65.98,65.17,50,eod,10:30,15:10,5.01,-40.78,3.47,-44.25,-0.64
2023-08-11,CUMMINSIND,S,1760.17,1740.82,1,eod,09:30,15:10,8.69,19.35,1.86,17.49,0.42
2023-08-14,ADANIPORTS,S,772.91,791.4,4,stop,09:30,14:20,8.05,-73.93,3.31,-77.24,-1.07
2023-08-17,ADANIPOWER,L,57.68,56.42,57,stop,09:50,11:30,4.5,-71.65,3.44,-75.09,-1.07
2023-08-17,MUTHOOTFIN,L,1264.68,1253.42,2,eod,12:50,15:10,6.33,-22.52,2.67,-25.19,-0.92
2023-08-18,ZYDUSLIFE,S,648.93,648.92,5,eod,10:30,15:10,6.66,0.01,3.44,-3.44,-0.07
2023-08-22,LODHA,S,701.0,695.75,4,eod,09:30,15:10,5.39,21.01,2.96,18.04,0.6
2023-08-22,ADANIENSOL,L,968.93,944.63,3,stop,09:30,10:10,4.76,-72.92,3.04,-75.96,-1.06
2023-08-24,HAL,S,2024.49,1982.82,1,eod,10:00,15:10,8.64,41.67,2.13,39.54,0.92
2023-08-25,BEL,S,135.38,133.42,24,eod,10:20,15:10,4.38,47.17,3.43,43.75,0.88
2023-08-30,TVSMOTOR,L,1418.56,1413.99,2,eod,09:35,15:10,4.88,-9.13,3.0,-12.14,-0.18
2023-08-31,INDHOTEL,S,420.14,421.66,7,eod,09:50,15:10,9.19,-10.65,3.12,-13.77,-0.37
2023-09-01,ONGC,L,178.84,181.56,18,eod,09:40,15:10,4.21,48.96,3.45,45.51,0.57
2023-09-05,TORNTPHARM,L,1869.73,1873.01,1,eod,09:35,15:10,4.13,3.28,1.98,1.29,0.04
2023-09-05,CGPOWER,S,439.13,437.62,7,eod,12:15,15:10,4.08,10.58,3.26,7.33,0.1
2023-09-06,SBILIFE,L,1318.46,1309.1,2,stop,09:30,12:40,9.88,-18.73,2.78,-21.51,-1.24
2023-09-07,TATACONSUM,S,854.67,859.08,3,eod,09:30,15:10,15.95,-13.22,2.72,-15.95,-0.43
2023-09-08,BAJAJFINSV,L,1549.62,1541.73,2,eod,09:30,15:10,4.15,-15.79,3.28,-19.07,-0.39
2023-09-11,IOC,S,94.3,95.2,35,eod,09:50,15:10,4.15,-31.32,3.51,-34.83,-0.6
2023-09-12,LODHA,S,809.3,784.64,4,eod,09:30,15:10,4.35,98.61,3.39,95.22,2.73
2023-09-12,HINDUNILVR,S,2511.74,2501.25,1,eod,09:35,15:10,4.52,10.49,2.66,7.83,0.21
2023-09-12,LT,L,2999.25,2938.68,1,stop,09:35,15:05,7.39,-60.57,3.14,-63.71,-1.08
2023-09-14,BANKBARODA,S,209.65,212.06,15,stop,09:30,09:35,4.48,-36.16,3.35,-39.51,-1.14
2023-09-14,TITAN,L,3300.4,3258.47,1,stop,09:30,10:30,4.14,-41.93,3.47,-45.4,-1.13
2023-09-15,HINDUNILVR,S,2472.76,2470.73,1,eod,09:35,15:10,4.46,2.03,2.62,-0.59,-0.04
2023-09-20,M&M,L,1658.83,1633.98,2,eod,09:30,15:10,12.28,-49.69,3.49,-53.18,-0.69
2023-09-20,HDFCBANK,S,787.61,781.64,4,eod,09:40,15:10,6.65,23.86,3.33,20.53,0.43
2023-09-22,GODREJCP,S,981.96,988.49,3,stop,09:30,13:50,19.96,-19.61,3.13,-22.74,-1.25
2023-09-26,TRENT,L,1455.53,1434.43,2,eod,09:30,15:10,6.01,-42.19,3.06,-45.25,-0.84
2023-10-03,HINDZINC,S,305.85,307.05,10,eod,09:50,15:10,4.36,-12.06,3.25,-15.31,-0.27
2023-10-06,BAJAJFINSV,L,1589.79,1635.58,2,eod,11:00,15:10,4.53,91.57,3.43,88.14,1.14
2023-10-06,JINDALSTEL,S,684.76,683.64,4,eod,11:00,15:10,4.78,4.46,2.9,1.56,0.03
2023-10-06,INDIGO,S,2504.4,2537.32,1,eod,09:30,15:10,9.73,-32.92,2.67,-35.59,-0.56
2023-10-10,TVSMOTOR,L,1552.58,1527.79,2,eod,09:50,15:10,4.72,-49.58,3.26,-52.84,-0.88
2023-10-10,DLF,L,552.78,561.87,6,eod,09:30,15:10,6.01,54.56,3.55,51.0,0.92
2023-10-13,TATACONSUM,L,905.4,913.79,3,eod,09:40,15:10,5.37,25.17,2.9,22.27,0.46
2023-10-13,INFY,L,1434.72,1429.63,2,eod,09:30,15:10,7.24,-10.16,3.04,-13.2,-0.32
2023-10-13,GAIL,S,128.94,128.21,25,eod,12:05,15:10,6.04,18.04,3.41,14.62,0.18
2023-10-18,CIPLA,L,1200.1,1207.7,2,eod,09:40,15:10,8.86,15.19,2.56,12.64,0.26
2023-10-19,WIPRO,L,198.3,197.65,16,eod,12:10,15:10,5.44,-10.37,3.36,-13.73,-0.34
2023-10-20,HINDUNILVR,S,2494.95,2496.35,1,eod,10:15,15:10,5.7,-1.4,2.65,-4.04,-0.12
2023-10-26,TECHM,S,1099.45,1118.01,3,stop,09:30,15:10,6.22,-55.68,3.52,-59.2,-1.1
2023-10-27,ITC,S,433.38,435.87,7,stop,09:35,09:45,8.08,-17.39,3.22,-20.62,-1.3
2023-10-30,BPCL,L,171.09,173.61,19,eod,09:40,15:10,5.13,48.03,3.48,44.55,0.94
2023-10-31,DLF,L,569.58,564.02,5,eod,09:30,15:10,5.66,-27.83,3.0,-30.84,-0.57
2023-10-31,TVSMOTOR,S,1608.9,1591.35,2,eod,09:30,15:10,4.82,35.1,3.4,31.7,0.76
2023-11-01,IOC,L,92.1,92.4,36,eod,10:05,15:10,11.45,11.08,3.52,7.56,0.13
2023-11-01,LT,S,2937.98,2899.75,1,eod,09:30,15:10,6.09,38.23,3.1,35.13,0.78
2023-11-02,GODREJCP,S,979.61,991.85,3,eod,11:00,15:10,9.06,-36.71,3.13,-39.84,-0.6
2023-11-02,TATASTEEL,L,117.16,117.89,28,eod,13:00,15:10,6.49,20.51,3.49,17.02,0.28
2023-11-03,TMPV,S,647.23,647.72,5,eod,09:30,15:10,4.59,-2.49,3.43,-5.92,-0.12
2023-11-08,ZYDUSLIFE,L,612.81,624.49,5,eod,09:30,15:10,8.67,58.41,3.29,55.12,0.75
2023-11-08,BPCL,L,191.3,191.9,17,eod,09:30,15:10,4.66,10.34,3.46,6.89,0.11
2023-11-08,IOC,S,104.85,103.55,31,eod,09:50,15:10,5.63,40.17,3.43,36.74,0.62
2023-11-09,PIDILITIND,S,1230.03,1230.36,2,eod,09:30,15:10,4.42,-0.66,2.61,-3.27,-0.08
2023-11-09,UNITDSPR,L,1098.05,1093.8,3,eod,09:30,15:10,4.31,-12.74,3.49,-16.22,-0.22
2023-11-10,UNITDSPR,S,1041.13,1044.82,3,eod,09:35,15:10,4.46,-11.08,3.32,-14.4,-0.27
2023-11-10,MUTHOOTFIN,L,1241.47,1271.36,2,eod,09:45,15:10,23.45,59.79,2.67,57.12,1.21
2023-11-10,HAL,L,2079.34,2040.98,1,stop,11:15,13:50,4.81,-38.36,2.18,-40.54,-1.09
2023-11-13,COALINDIA,L,337.87,349.03,9,eod,09:45,15:10,7.41,100.41,3.29,97.12,1.45
2023-11-16,BAJFINANCE,L,709.8,735.33,4,eod,09:45,15:10,10.51,102.11,3.08,99.03,1.61
2023-11-16,BAJAJFINSV,L,1573.24,1616.89,2,eod,09:30,15:10,5.2,87.31,3.39,83.92,1.36
2023-11-16,ONGC,S,200.95,201.75,16,eod,09:35,15:10,5.98,-12.82,3.41,-16.24,-0.42
2023-11-17,TVSMOTOR,L,1712.86,1745.88,1,eod,13:00,15:10,4.24,33.02,1.84,31.18,1.72
2023-11-17,SBIN,S,565.92,563.68,5,eod,10:15,15:10,5.61,11.18,3.0,8.18,0.27
2023-11-20,CHOLAFIN,L,1135.37,1125.14,2,eod,09:30,15:10,4.37,-20.46,2.39,-22.86,-0.78
2023-11-23,INDIGO,L,2614.81,2607.95,1,eod,11:40,15:10,4.26,-6.86,2.77,-9.63,-0.35
2023-11-24,CIPLA,S,1186.81,1202.65,2,stop,09:35,11:20,8.56,-31.69,2.53,-34.22,-1.12
2023-11-28,HAL,S,2277.31,2287.14,1,eod,12:15,15:10,5.47,-9.83,2.42,-12.25,-0.22
2023-11-28,AMBUJACEM,L,427.16,431.68,7,eod,09:40,15:10,6.28,31.64,3.19,28.45,0.41
2023-11-28,ADANIPORTS,L,822.21,837.98,4,eod,09:30,15:10,7.24,63.08,3.53,59.55,0.93
2023-11-29,ADANIENT,S,2440.78,2400.25,1,eod,09:30,15:10,6.43,40.53,2.57,37.96,1.06
2023-11-29,ADANIPORTS,S,839.58,835.42,3,eod,09:35,15:10,7.09,12.49,2.67,9.82,0.38
2023-11-30,SBILIFE,L,1433.82,1435.63,2,eod,09:40,15:10,5.11,3.63,3.04,0.59,0.01
2023-11-30,RELIANCE,S,1192.7,1190.09,2,eod,09:30,15:10,5.02,5.22,2.53,2.69,0.23
2023-12-01,NTPC,L,269.28,268.82,12,eod,09:40,15:10,4.75,-5.63,3.42,-9.05,-0.13
2023-12-01,BEL,L,148.57,147.33,22,eod,09:45,15:10,6.68,-27.45,3.45,-30.9,-0.89
2023-12-04,AMBUJACEM,L,462.23,473.66,7,eod,10:00,15:10,7.65,80.02,3.48,76.54,1.27
2023-12-04,ICICIBANK,L,973.89,992.3,3,eod,09:30,15:10,6.32,55.25,3.13,52.12,2.12
2023-12-05,AXISBANK,L,1147.92,1127.44,2,stop,09:50,14:00,4.4,-40.98,2.41,-43.38,-1.09
2023-12-06,HINDZINC,S,328.84,325.91,10,eod,09:30,15:10,6.16,29.23,3.47,25.75,0.81
2023-12-06,AMBUJACEM,S,512.19,501.95,6,eod,09:30,15:10,12.1,61.46,3.23,58.22,0.85
2023-12-07,HINDUNILVR,S,2504.75,2520.11,1,eod,09:30,15:10,9.34,-15.36,2.66,-18.03,-0.59
2023-12-07,BEL,L,161.13,160.22,20,eod,09:30,15:10,9.43,-18.21,3.41,-21.62,-0.38
2023-12-07,BHARTIARTL,S,1003.45,1000.6,3,eod,09:45,15:10,19.52,8.54,3.19,5.36,0.13
2023-12-08,JSWSTEEL,L,841.42,838.18,3,eod,09:30,15:10,6.53,-9.72,2.67,-12.39,-0.23
2023-12-08,ZYDUSLIFE,S,657.92,638.72,5,eod,09:35,15:10,4.59,96.01,3.45,92.56,3.1
2023-12-11,DRREDDY,L,1096.35,1094.1,3,eod,10:55,15:10,12.37,-6.74,3.48,-10.22,-0.16
2023-12-11,MOTHERSON,L,64.93,64.62,51,eod,10:00,15:10,6.65,-16.05,3.5,-19.55,-0.31
2023-12-11,MAZDOCK,S,1062.62,1059.83,3,eod,09:55,15:10,4.96,8.37,3.38,4.99,0.09
2023-12-12,HDFCLIFE,L,690.29,709.15,4,eod,11:00,15:10,4.67,75.4,2.98,72.42,1.27
2023-12-12,JINDALSTEL,S,727.64,738.37,4,stop,09:30,10:30,9.02,-42.93,3.1,-46.04,-1.11
2023-12-14,HCLTECH,L,1414.61,1413.29,2,eod,09:30,15:10,4.23,-2.63,3.0,-5.63,-0.09
2023-12-14,TECHM,L,1253.03,1263.12,2,eod,09:30,15:10,6.26,20.18,2.67,17.51,0.48
2023-12-18,JSWSTEEL,L,854.03,853.82,3,eod,09:30,15:10,7.74,-0.61,2.72,-3.33,-0.06
2023-12-19,VEDL,S,98.41,98.17,33,eod,09:40,15:10,4.51,7.98,3.44,4.54,0.14
2023-12-21,DLF,L,685.99,692.95,4,eod,11:55,15:10,4.06,27.84,2.93,24.91,0.4
2023-12-26,WIPRO,L,230.11,234.98,14,eod,10:05,15:10,4.95,68.14,3.46,64.68,1.14
2023-12-28,CANBK,S,88.01,88.24,37,eod,12:10,15:10,5.93,-8.81,3.46,-12.27,-0.25
2023-12-29,GAIL,L,161.63,161.77,20,eod,09:40,15:10,4.32,2.77,3.43,-0.66,-0.01
2024-01-04,BAJFINANCE,L,768.73,769.02,4,eod,09:30,15:10,5.78,1.12,3.26,-2.14,-0.04
2024-01-04,INDHOTEL,S,451.52,455.08,7,stop,09:30,10:15,4.26,-24.87,3.36,-28.24,-1.21
2024-01-05,HAL,L,3038.92,2968.66,1,stop,10:30,14:15,4.62,-70.25,3.18,-73.43,-1.07
2024-01-05,TVSMOTOR,S,1988.81,1980.99,1,eod,09:45,15:10,4.8,7.82,2.11,5.71,0.25
2024-01-05,JIOFIN,S,244.38,244.12,13,eod,10:45,15:10,5.19,3.32,3.37,-0.04,-0.0
2024-01-10,SBILIFE,L,1480.89,1451.82,2,stop,09:30,13:40,4.61,-58.13,3.1,-61.24,-1.08
2024-01-10,CIPLA,L,1315.31,1329.34,2,eod,10:20,15:10,4.34,28.06,2.81,25.25,0.62
2024-01-11,SHRIRAMFIN,L,453.63,455.97,7,eod,09:35,15:10,4.61,16.42,3.38,13.04,0.19
2024-01-12,INFY,L,1583.69,1611.34,2,eod,09:30,15:10,6.19,55.3,3.39,51.91,0.92
2024-01-12,JIOFIN,L,256.98,254.87,12,eod,09:30,15:10,4.53,-25.27,3.25,-28.53,-0.74
2024-01-15,HCLTECH,S,1581.66,1587.59,2,eod,09:50,15:10,11.26,-11.87,3.36,-15.23,-0.22
2024-01-15,HDFCLIFE,S,621.39,614.51,5,eod,09:30,15:10,6.46,34.41,3.28,31.13,0.4
2024-01-16,HDFCLIFE,S,609.2,616.06,5,stop,09:30,09:55,5.36,-34.31,3.24,-37.56,-1.15
2024-01-16,JIOFIN,S,252.27,249.07,13,eod,10:25,15:10,6.13,41.59,3.46,38.13,0.52
2024-01-17,ICICIBANK,S,987.31,981.89,3,eod,11:05,15:10,6.58,16.25,3.13,13.11,0.21
2024-01-17,HDFCBANK,S,784.61,771.59,4,eod,11:20,15:10,13.49,52.09,3.31,48.78,0.9
2024-01-17,KOTAKBANK,S,363.47,356.33,9,eod,09:30,15:10,4.88,64.26,3.44,60.82,1.97
2024-01-18,POWERGRID,L,231.47,233.43,14,eod,10:00,15:10,4.54,27.55,3.45,24.09,0.32
2024-01-18,HDFCBANK,S,740.18,742.97,4,eod,14:05,15:10,7.32,-11.17,3.14,-14.31,-0.21
2024-01-23,PIDILITIND,S,1316.84,1261.98,2,eod,09:30,15:10,5.97,109.72,2.75,106.97,1.9
