date,sym,side,entry,exit,qty,reason,entry_time,exit_time,rvol,gross,costs,net,R
2024-01-23,BHARTIARTL,L,1153.53,1158.02,2,eod,09:35,15:10,8.49,8.99,2.45,6.54,0.18
2024-01-23,ICICIBANK,S,1037.38,1030.77,3,eod,10:05,15:10,8.44,19.85,3.29,16.56,0.25
2024-01-24,PIDILITIND,S,1297.45,1295.6,2,eod,09:35,15:10,22.22,3.71,2.75,0.96,0.02
2024-01-25,VBL,S,495.4,502.15,6,eod,10:15,15:10,7.52,-40.49,3.17,-43.66,-0.69
2024-01-25,TECHM,S,1322.84,1322.31,2,eod,11:15,15:10,6.96,1.05,2.81,-1.75,-0.03
2024-01-30,GAIL,L,175.09,171.71,19,stop,10:30,14:40,4.27,-64.09,3.49,-67.58,-1.08
2024-01-30,BAJFINANCE,S,684.06,682.59,4,eod,11:55,15:10,7.17,5.87,2.9,2.97,0.05
2024-01-31,POWERGRID,L,254.28,259.07,13,eod,09:30,15:10,5.8,62.31,3.55,58.77,2.54
2024-01-31,HCLTECH,L,1562.38,1574.31,2,eod,09:30,15:10,11.03,23.86,3.33,20.53,0.65
2024-01-31,DRREDDY,L,1193.4,1224.34,2,eod,10:10,15:10,5.13,61.88,2.57,59.31,1.01
2024-02-01,JINDALSTEL,S,756.82,742.12,4,eod,09:30,15:10,4.2,58.8,3.19,55.62,1.4
2024-02-02,INDHOTEL,S,503.8,499.85,6,eod,10:25,15:10,9.7,23.69,3.2,20.49,0.28
2024-02-05,PIDILITIND,L,1281.14,1277.66,2,eod,09:30,15:10,5.51,-6.96,2.71,-9.67,-0.19
2024-02-05,SBIN,L,650.22,642.68,5,eod,09:30,15:10,4.3,-37.73,3.42,-41.16,-0.73
2024-02-07,IOC,S,185.61,189.59,17,stop,09:40,09:50,4.03,-67.79,3.37,-71.16,-1.08
2024-02-13,COALINDIA,L,444.72,451.52,7,eod,10:25,15:10,5.11,47.61,3.33,44.28,0.59
2024-02-14,HINDALCO,S,507.95,507.9,6,eod,09:30,15:10,5.02,0.25,3.23,-2.98,-0.06
2024-02-21,LODHA,L,1129.81,1133.58,2,eod,09:30,15:10,17.02,7.54,2.4,5.14,0.13
2024-02-21,HINDALCO,S,522.89,513.36,6,eod,09:30,15:10,5.33,57.19,3.3,53.89,0.74
2024-02-21,JSWSTEEL,L,841.07,830.63,3,eod,09:40,15:10,4.95,-31.31,2.66,-33.96,-0.56
2024-02-22,GRASIM,S,2219.84,2200.55,1,eod,09:30,15:10,6.34,19.29,2.35,16.94,0.7
2024-02-28,UNITDSPR,L,1153.93,1147.68,2,stop,09:30,11:45,10.27,-12.5,2.44,-14.94,-1.32
2024-03-04,NTPC,L,354.13,353.17,9,eod,10:20,15:10,5.32,-8.58,3.37,-11.96,-0.18
2024-03-04,TATASTEEL,S,151.47,153.23,22,eod,09:55,15:10,4.17,-38.55,3.55,-42.1,-0.56
2024-03-06,MOTHERSON,S,80.81,80.69,41,eod,09:35,15:10,311.11,4.89,3.51,1.38,0.02
2024-03-06,TORNTPHARM,L,2731.36,2665.42,1,stop,09:30,10:25,5.3,-65.95,2.85,-68.8,-1.06
2024-03-06,INDIGO,S,3134.88,3069.58,1,eod,09:30,15:10,16.19,65.3,3.3,62.0,1.0
2024-03-07,PIDILITIND,L,1439.72,1435.18,2,eod,09:30,15:10,9.49,-9.07,3.05,-12.12,-0.21
2024-03-07,M&M,S,1885.26,1898.85,1,eod,10:45,15:10,10.7,-13.59,2.0,-15.6,-0.35
2024-03-11,SBILIFE,S,1516.39,1533.17,2,eod,11:20,15:10,4.98,-33.55,3.23,-36.78,-0.79
2024-03-11,CUMMINSIND,L,2835.07,2788.61,1,stop,09:55,15:10,5.86,-46.46,2.98,-49.44,-1.1
2024-03-12,ITC,S,399.3,405.0,8,eod,09:40,15:10,6.49,-45.62,3.41,-49.02,-0.85
2024-03-18,AMBUJACEM,S,582.81,585.24,5,eod,11:30,15:10,5.19,-12.17,3.1,-15.27,-0.25
2024-03-18,HINDUNILVR,S,2308.85,2300.15,1,eod,09:35,15:10,4.71,8.7,2.44,6.25,0.42
2024-03-19,CHOLAFIN,L,1054.03,1046.48,3,eod,09:50,15:10,5.18,-22.65,3.34,-25.99,-0.62
2024-03-20,GODREJCP,S,1193.5,1205.35,2,stop,09:30,13:30,6.8,-23.7,2.54,-26.24,-1.17
2024-03-20,TVSMOTOR,S,2054.62,2032.02,1,eod,09:40,15:10,4.43,22.61,2.17,20.44,0.41
2024-03-22,WIPRO,S,240.03,244.72,13,stop,09:30,11:30,4.75,-61.0,3.33,-64.34,-1.08
2024-03-22,INFY,L,1521.76,1506.3,2,eod,10:10,15:10,4.43,-30.93,3.21,-34.14,-0.74
2024-03-26,HDFCLIFE,S,634.78,627.76,5,eod,09:30,15:10,10.04,35.09,3.35,31.74,0.81
2024-03-26,HCLTECH,S,1558.52,1564.13,2,eod,09:35,15:10,4.2,-11.22,3.31,-14.53,-0.22
2024-04-02,ADANIPORTS,S,1393.9,1405.4,2,eod,13:15,15:10,4.5,-23.0,2.97,-25.97,-0.43
2024-04-03,KOTAKBANK,S,346.88,346.17,9,eod,12:35,15:10,4.4,6.33,3.31,3.02,0.09
2024-04-03,HINDZINC,L,326.41,328.34,10,eod,09:30,15:10,18.0,19.23,3.47,15.75,0.29
2024-04-04,HDFCBANK,L,763.38,763.12,4,eod,13:10,15:10,4.53,-1.05,3.24,-4.29,-0.09
2024-04-04,HINDZINC,S,334.28,340.02,9,stop,09:30,10:50,10.19,-51.63,3.21,-54.85,-1.09
2024-04-04,VEDL,S,114.19,115.41,29,eod,09:30,15:10,4.26,-35.23,3.53,-38.76,-0.48
2024-04-08,WIPRO,S,239.48,240.12,13,eod,10:35,15:10,5.1,-8.32,3.3,-11.62,-0.15
2024-04-12,SUNPHARMA,S,1557.27,1540.82,2,eod,10:30,15:10,6.29,32.9,3.29,29.61,0.39
2024-04-12,UNITDSPR,L,1201.6,1187.86,2,stop,10:10,11:10,4.6,-27.49,2.53,-30.02,-1.14
2024-04-12,HINDALCO,S,600.6,598.55,5,eod,09:30,15:10,5.8,10.25,3.18,7.07,0.17
2024-04-15,HINDALCO,S,607.95,618.11,5,stop,09:30,10:35,4.79,-50.82,3.24,-54.06,-1.1
2024-04-18,AMBUJACEM,S,624.14,612.56,5,eod,09:40,15:10,5.65,57.91,3.29,54.62,0.8
2024-04-18,MOTHERSON,L,85.44,83.96,39,stop,09:35,14:40,6.52,-57.9,3.5,-61.4,-1.09
2024-04-19,INFY,L,1401.6,1410.54,2,eod,10:00,15:10,5.99,17.89,2.98,14.9,0.33
2024-04-19,ONGC,S,274.01,275.64,12,eod,11:15,15:10,4.34,-19.5,3.5,-22.99,-0.28
2024-04-25,AXISBANK,L,1104.75,1126.79,3,eod,09:30,15:10,5.71,66.1,3.56,62.55,1.12
2024-04-25,KOTAKBANK,S,329.93,328.66,10,eod,09:30,15:10,39.61,12.71,3.49,9.21,0.1
2024-04-26,BAJFINANCE,S,686.91,673.54,4,eod,09:30,15:10,6.92,53.48,2.89,50.59,0.97
2024-04-29,SBILIFE,S,1428.39,1424.86,2,eod,10:55,15:10,9.17,7.05,3.03,4.02,0.06
2024-05-02,GRASIM,L,2444.52,2435.98,1,eod,09:30,15:10,4.63,-8.54,2.59,-11.13,-0.26
2024-05-03,RECLTD,L,563.88,557.42,5,eod,09:55,15:10,5.38,-32.3,2.97,-35.27,-0.67
2024-05-03,BAJFINANCE,S,722.24,693.5,4,eod,10:20,15:10,7.11,114.97,3.02,111.95,1.58
2024-05-07,HINDUNILVR,L,2316.16,2378.91,1,eod,09:30,15:10,4.57,62.75,2.5,60.26,1.05
2024-05-10,SHRIRAMFIN,L,479.64,469.17,6,stop,09:30,13:25,7.86,-62.85,3.01,-65.86,-1.07
2024-05-10,BPCL,S,304.35,309.05,10,eod,09:30,15:10,5.15,-47.07,3.25,-50.31,-0.76
2024-05-15,CIPLA,S,1391.5,1423.56,2,stop,09:30,10:15,9.83,-64.12,2.98,-67.09,-1.07
2024-05-17,BEL,S,240.03,244.12,13,stop,09:30,10:40,5.57,-53.2,3.33,-56.53,-1.1
2024-05-27,ADANIPORTS,S,1429.29,1433.57,2,eod,09:45,15:10,5.29,-8.56,3.03,-11.6,-0.21
2024-06-03,SBIN,L,877.64,905.8,3,eod,09:55,15:10,5.79,84.47,2.85,81.63,1.3
2024-06-03,BAJAJFINSV,L,1583.09,1575.46,2,eod,10:45,15:10,4.61,-15.26,3.35,-18.61,-0.35
2024-06-05,TATACONSUM,L,1120.36,1142.63,2,eod,09:30,15:10,4.55,44.54,2.4,42.13,0.77
2024-06-07,TECHM,L,1354.68,1377.91,2,eod,09:40,15:10,4.12,46.47,2.9,43.56,0.79
2024-06-12,HCLTECH,S,1447.83,1439.22,2,eod,09:30,15:10,4.2,17.21,3.06,14.15,0.29
2024-06-13,SBILIFE,S,1455.27,1452.88,2,eod,09:40,15:10,4.51,4.79,3.08,1.71,0.04
2024-06-27,GRASIM,L,2616.16,2642.43,1,eod,09:35,15:10,5.49,26.27,2.79,23.48,0.37
2024-06-28,PNB,L,123.01,123.09,27,eod,09:30,15:10,5.12,2.08,3.52,-1.45,-0.02
2024-07-03,HDFCBANK,S,883.61,885.54,3,eod,14:15,15:10,8.58,-5.8,2.81,-8.62,-0.21
2024-07-05,ZYDUSLIFE,L,1159.23,1162.57,2,eod,09:35,15:10,4.57,6.68,2.46,4.22,0.1
2024-07-08,TITAN,S,3133.03,3156.28,1,eod,09:45,15:10,6.21,-23.24,3.33,-26.58,-0.37
2024-07-15,GRASIM,S,2807.25,2804.9,1,eod,09:30,15:10,5.48,2.34,2.98,-0.63,-0.01
2024-07-16,HDFCAMC,S,2092.25,2041.27,1,eod,09:50,15:10,4.14,50.98,2.2,48.79,1.04
2024-07-18,HINDUNILVR,L,2701.35,2736.13,1,eod,09:50,15:10,5.37,34.78,2.89,31.89,0.69
2024-07-18,MUTHOOTFIN,S,1859.82,1850.32,1,eod,09:30,15:10,10.2,9.49,1.97,7.53,0.29
2024-07-18,PIDILITIND,S,1579.06,1597.6,2,eod,09:30,15:10,5.93,-37.08,3.36,-40.44,-0.59
2024-07-19,INFY,S,1805.95,1794.35,1,eod,09:30,15:10,9.3,11.6,1.91,9.69,0.25
2024-07-24,BAJFINANCE,S,655.47,661.78,5,eod,09:45,15:10,8.19,-31.54,3.49,-35.03,-0.7
2024-07-24,HINDUNILVR,S,2691.95,2716.36,1,eod,09:30,15:10,4.82,-24.4,2.86,-27.27,-0.42
2024-07-25,SBILIFE,L,1684.39,1693.7,1,eod,09:35,15:10,12.41,9.31,1.79,7.52,0.19
2024-07-26,TATAPOWER,L,439.72,444.88,7,eod,09:35,15:10,4.7,36.1,3.29,32.82,0.49
2024-07-29,CANBK,L,117.81,115.69,28,eod,11:45,15:10,4.19,-59.27,3.46,-62.73,-0.8
2024-07-31,GAIL,L,246.02,239.87,13,stop,09:40,12:25,11.49,-79.99,3.34,-83.33,-1.06
2024-08-01,COALINDIA,L,540.17,541.28,6,eod,11:55,15:10,9.66,6.66,3.44,3.21,0.04
2024-08-01,JSWSTEEL,S,935.53,935.42,3,eod,10:25,15:10,5.78,0.34,2.98,-2.63,-0.04
2024-08-05,SUNPHARMA,L,1752.28,1718.14,1,stop,09:35,12:55,5.23,-34.14,1.84,-35.97,-1.08
2024-08-06,MOTHERSON,L,123.71,120.59,26,stop,09:35,10:35,5.3,-81.18,3.36,-84.53,-1.06
2024-08-12,AMBUJACEM,L,632.22,634.33,5,eod,10:45,15:10,4.11,10.58,3.36,7.22,0.1
2024-08-12,GRASIM,L,2606.9,2570.31,1,eod,09:40,15:10,6.88,-36.59,2.74,-39.33,-0.76
2024-08-14,HCLTECH,L,1620.81,1624.84,2,eod,12:05,15:10,4.9,8.05,3.44,4.61,0.1
2024-08-16,HINDZINC,L,538.92,526.84,6,stop,09:30,11:55,14.57,-72.5,3.38,-75.88,-1.07
2024-08-19,HINDZINC,L,493.95,495.75,6,eod,09:35,15:10,49.4,10.83,3.15,7.68,0.22
2024-08-20,HINDZINC,L,504.25,511.49,6,eod,12:15,15:10,6.0,43.45,3.24,40.22,0.84
2024-08-21,MUTHOOTFIN,L,1921.16,1916.74,1,eod,09:30,15:10,4.67,-4.42,2.03,-6.45,-0.16
2024-08-22,GRASIM,L,2744.07,2758.02,1,eod,09:30,15:10,4.55,13.95,2.92,11.03,0.21
2024-08-23,AMBUJACEM,S,645.98,634.22,5,eod,09:30,15:10,20.16,58.8,3.4,55.4,0.79
2024-08-26,ZYDUSLIFE,L,1131.42,1107.8,2,stop,09:45,13:55,6.25,-47.24,2.37,-49.61,-1.08
2024-08-27,HCLTECH,S,1718.69,1715.76,1,eod,10:35,15:10,4.77,2.93,1.82,1.11,0.03
2024-08-29,KOTAKBANK,L,359.13,356.47,9,stop,09:35,13:45,5.02,-23.92,3.41,-27.33,-1.22
2024-08-29,RECLTD,S,625.69,625.66,5,eod,10:15,15:10,4.13,0.12,3.32,-3.2,-0.06
2024-08-30,BAJAJFINSV,S,1764.12,1785.04,1,stop,10:00,13:20,4.32,-20.92,1.88,-22.8,-1.14
2024-08-30,RELIANCE,S,1522.44,1512.06,2,eod,09:30,15:10,5.59,20.77,3.22,17.55,0.51
2024-09-03,JIOFIN,S,344.08,352.98,9,stop,09:35,15:05,7.04,-80.09,3.32,-83.4,-1.06
2024-09-04,IOC,L,179.24,176.41,18,stop,09:45,10:55,4.35,-50.9,3.39,-54.29,-1.1
2024-09-04,CHOLAFIN,L,1492.15,1489.11,2,eod,09:50,15:10,4.39,-6.08,3.16,-9.24,-0.16
2024-09-04,PIDILITIND,L,1614.51,1610.09,2,eod,12:05,15:10,5.54,-8.82,3.42,-12.24,-0.21
2024-09-11,TMPV,S,989.06,976.89,3,eod,09:50,15:10,5.32,36.5,3.13,33.37,0.49
2024-09-11,GODREJCP,S,1504.25,1498.15,2,eod,13:00,15:10,6.01,12.2,3.19,9.01,0.12
2024-09-12,CGPOWER,L,701.95,730.03,4,eod,10:35,15:10,4.03,112.34,3.05,109.29,2.92
2024-09-13,MUTHOOTFIN,L,2037.12,2011.14,1,eod,10:00,15:10,4.37,-25.97,2.14,-28.12,-0.76
2024-09-13,MOTHERSON,L,124.21,126.64,26,eod,11:10,15:10,5.01,63.04,3.47,59.57,0.81
2024-09-16,ADANIPOWER,L,133.27,133.48,25,eod,09:35,15:10,4.62,5.42,3.54,1.88,0.02
2024-09-16,ADANIGREEN,L,1871.94,1929.93,1,eod,09:35,15:10,4.07,58.0,2.02,55.98,1.44
2024-09-17,MAXHEALTH,L,940.47,964.72,3,eod,09:30,15:10,7.81,72.74,3.04,69.7,1.62
2024-09-19,NTPC,L,427.71,424.29,7,eod,09:30,15:10,12.05,-23.98,3.16,-27.14,-0.54
2024-09-19,JINDALSTEL,L,1042.42,1017.34,3,stop,09:35,10:25,11.36,-75.24,3.27,-78.51,-1.07
2024-09-20,JSWSTEEL,L,985.04,980.71,3,eod,10:35,15:10,11.34,-13.0,3.13,-16.12,-0.27
2024-09-23,TVSMOTOR,L,2865.08,2819.69,1,stop,09:30,10:05,6.35,-45.39,3.01,-48.4,-1.1
2024-09-24,JSWSTEEL,S,990.55,990.95,3,eod,10:55,15:10,4.83,-1.17,3.15,-4.32,-0.07
2024-09-24,PNB,S,109.85,108.11,30,eod,09:30,15:10,6.48,51.93,3.47,48.46,1.16
2024-09-24,TATASTEEL,L,157.27,160.38,21,eod,09:30,15:10,4.59,65.33,3.54,61.79,1.22
2024-09-27,SUNPHARMA,L,1950.77,1948.98,1,eod,13:25,15:10,6.14,-1.8,2.07,-3.87,-0.11
2024-09-27,INFY,L,1972.99,1927.04,1,stop,09:30,10:05,7.46,-45.95,2.06,-48.01,-1.07
2024-10-01,PNB,L,105.82,105.11,31,eod,09:35,15:10,4.77,-22.18,3.46,-25.64,-0.42
2024-10-01,MUTHOOTFIN,S,1962.12,1959.53,1,eod,10:05,15:10,4.29,2.59,2.08,0.51,0.01
2024-10-03,RELIANCE,S,1435.88,1412.11,2,eod,11:15,15:10,4.12,47.55,3.03,44.53,1.65
2024-10-03,KOTAKBANK,S,370.86,364.78,8,eod,10:00,15:10,4.74,48.66,3.13,45.53,3.02
2024-10-14,WIPRO,S,269.22,272.89,12,stop,09:30,12:20,4.05,-44.05,3.44,-47.5,-1.12
2024-10-15,PIDILITIND,S,1577.81,1581.54,2,eod,10:15,15:10,4.68,-7.46,3.35,-10.81,-0.18
2024-10-16,AMBUJACEM,S,580.71,592.05,5,stop,10:10,14:30,142.05,-56.68,3.1,-59.78,-1.08
2024-10-16,HDFCLIFE,L,727.81,725.59,4,eod,09:30,15:10,7.09,-8.91,3.08,-11.99,-0.23
2024-10-17,SBILIFE,S,1716.24,1705.15,1,eod,09:30,15:10,9.66,11.09,1.82,9.27,0.41
2024-10-18,AXISBANK,L,1172.99,1194.85,2,eod,09:35,15:10,4.64,43.73,2.52,41.22,1.22
2024-10-21,TECHM,S,1727.69,1702.5,1,eod,09:30,15:10,8.94,25.18,1.82,23.36,0.68
2024-10-24,PIDILITIND,L,1605.8,1565.22,2,stop,09:30,11:00,6.59,-81.17,3.35,-84.52,-1.06
2024-10-25,SHRIRAMFIN,S,638.78,618.46,5,eod,09:40,15:10,4.12,101.61,3.34,98.26,1.63
2024-10-29,CHOLAFIN,S,1271.36,1294.6,2,stop,09:55,15:05,5.65,-46.47,2.72,-49.18,-1.09
2024-11-04,PNB,L,101.8,99.72,32,stop,09:30,10:50,4.07,-66.58,3.41,-70.0,-1.08
2024-11-06,ADANIPORTS,L,1331.62,1366.37,2,eod,09:35,15:10,4.53,69.5,2.87,66.63,2.03
2024-11-06,HINDZINC,S,516.84,513.61,6,eod,09:30,15:10,6.25,19.41,3.28,16.13,0.41
2024-11-07,HINDZINC,S,506.8,508.1,6,eod,10:00,15:10,4.04,-7.84,3.23,-11.07,-0.64
2024-11-11,INDHOTEL,L,747.97,730.58,4,stop,09:30,09:55,5.35,-69.56,3.13,-72.69,-1.07
2024-11-12,ASIANPAINT,S,2490.4,2476.39,1,eod,13:15,15:10,4.4,14.02,2.64,11.38,0.26
2024-11-18,GRASIM,L,2538.77,2519.74,1,eod,10:05,15:10,6.89,-19.03,2.68,-21.71,-0.36
2024-11-29,HDFCLIFE,S,659.12,658.33,5,eod,09:30,15:10,5.22,3.96,3.49,0.46,0.01
2024-11-29,SBILIFE,S,1429.29,1439.17,2,eod,09:30,15:10,8.79,-19.77,3.04,-22.81,-0.37
2024-12-03,ITC,L,470.23,472.46,7,eod,10:25,15:10,6.56,15.6,3.5,12.1,0.23
2024-12-04,BEL,S,314.84,313.26,10,eod,09:50,15:10,5.26,15.86,3.33,12.53,0.21
2024-12-12,VEDL,S,193.49,196.16,17,stop,09:40,10:10,4.62,-45.3,3.51,-48.81,-1.12
2024-12-13,IOC,S,142.43,145.07,23,stop,10:10,13:50,4.04,-60.81,3.5,-64.31,-1.09
2024-12-13,SBILIFE,S,1421.34,1429.86,2,eod,09:50,15:10,4.29,-17.05,3.02,-20.07,-0.49
2024-12-17,UNITDSPR,S,1539.23,1563.23,2,stop,09:40,12:00,4.34,-48.0,3.28,-51.29,-1.1
2024-12-19,ASIANPAINT,S,2279.56,2292.85,1,eod,09:50,15:10,4.32,-13.29,2.42,-15.71,-0.35
2024-12-19,DRREDDY,L,1298.65,1324.84,2,eod,09:45,15:10,4.67,52.38,2.79,49.59,0.92
2024-12-23,JSWSTEEL,S,930.98,948.42,3,stop,09:30,11:05,4.38,-52.32,2.98,-55.3,-1.09
2025-01-02,BAJFINANCE,L,714.61,738.53,4,eod,09:35,15:10,5.93,95.69,3.09,92.6,1.32
2025-01-06,BAJFINANCE,L,760.23,741.63,4,stop,09:40,11:20,4.09,-74.4,3.18,-77.58,-1.06
2025-01-07,ONGC,L,264.49,263.4,12,eod,09:30,15:10,5.47,-13.13,3.36,-16.48,-0.21
2025-01-08,ZYDUSLIFE,S,998.9,983.89,3,eod,09:30,15:10,4.07,45.03,3.16,41.87,1.0
2025-01-08,ONGC,S,265.99,270.63,12,stop,09:55,13:55,5.03,-55.66,3.41,-59.07,-1.09
2025-01-13,POWERGRID,L,298.1,291.35,11,stop,09:30,12:35,4.99,-74.19,3.43,-77.62,-1.07
2025-01-16,HINDUNILVR,S,2345.18,2344.97,1,eod,09:40,15:10,5.02,0.2,2.49,-2.28,-0.07
2025-01-17,INFY,S,1830.58,1814.76,1,eod,09:30,15:10,5.52,15.83,1.93,13.89,0.51
2025-01-17,HYUNDAI,L,1780.84,1793.05,1,eod,09:30,15:10,20.17,12.21,1.9,10.32,0.24
2025-01-17,AXISBANK,S,994.65,992.2,3,eod,09:30,15:10,10.99,7.37,3.16,4.21,0.08
2025-01-21,TORNTPHARM,S,3173.41,3196.05,1,stop,09:35,13:55,6.97,-22.63,3.37,-26.01,-1.24
2025-01-23,WIPRO,L,316.51,317.54,10,eod,09:30,15:10,4.31,10.33,3.36,6.97,0.12
2025-01-24,BPCL,S,273.86,263.88,12,eod,09:40,15:10,4.59,119.77,3.43,116.34,1.75
2025-01-29,CIPLA,S,1420.59,1425.61,2,eod,09:45,15:10,6.69,-10.05,3.02,-13.06,-0.19
2025-01-30,BAJAJFINSV,L,1848.27,1809.69,1,stop,09:40,10:30,7.09,-38.58,1.94,-40.51,-1.08
2025-01-31,BEL,L,287.49,292.35,11,eod,09:55,15:10,5.8,53.46,3.39,50.07,0.77
2025-01-31,BANKBARODA,S,213.11,213.37,15,eod,09:35,15:10,7.24,-3.8,3.39,-7.19,-0.09
2025-02-03,ITC,S,456.77,454.83,7,eod,10:35,15:10,5.61,13.61,3.38,10.22,0.17
2025-02-04,RECLTD,L,417.11,427.69,7,eod,09:30,15:10,4.18,74.04,3.14,70.9,1.0
2025-02-05,ASIANPAINT,L,2277.59,2271.86,1,eod,12:10,15:10,10.05,-5.72,2.41,-8.14,-0.2
2025-02-11,ADANIENT,L,2365.63,2308.89,1,stop,09:30,14:05,4.01,-56.74,2.47,-59.21,-1.07
2025-02-12,MAXHEALTH,L,1011.36,1006.25,3,eod,11:25,15:10,9.46,-15.33,3.21,-18.53,-0.28
2025-02-13,KOTAKBANK,L,397.75,394.45,8,eod,10:15,15:10,6.71,-26.37,3.36,-29.73,-0.66
2025-02-13,DRREDDY,L,1243.42,1222.84,2,eod,09:30,15:10,13.04,-41.17,2.61,-43.78,-0.83
2025-02-14,HINDALCO,S,603.7,605.5,5,eod,09:30,15:10,5.16,-9.02,3.2,-12.23,-0.2
2025-02-19,VBL,L,464.58,475.96,7,eod,09:30,15:10,5.28,79.66,3.5,76.16,1.04
2025-02-21,GODREJCP,S,1063.37,1053.78,3,eod,12:30,15:10,9.32,28.77,3.37,25.4,0.51
2025-02-27,TECHM,S,1574.21,1589.64,2,eod,13:20,15:10,5.62,-30.86,3.35,-34.22,-0.8
2025-02-27,ADANIPOWER,S,100.05,99.5,33,eod,09:40,15:10,4.03,18.16,3.49,14.66,0.19
2025-03-06,GODREJCP,L,1017.81,1029.53,3,eod,09:50,15:10,4.08,35.18,3.26,31.92,0.54
2025-03-10,TATAPOWER,L,361.98,354.07,9,stop,11:45,14:15,4.18,-71.17,3.41,-74.58,-1.07
2025-03-13,ONGC,S,226.65,225.56,14,eod,11:25,15:10,4.05,15.17,3.36,11.82,0.22
2025-03-18,TATACONSUM,L,946.92,945.73,3,eod,09:35,15:10,4.09,-3.59,3.01,-6.6,-0.25
2025-03-19,NTPC,L,341.97,341.38,9,eod,09:30,15:10,5.12,-5.33,3.26,-8.59,-0.17
2025-03-21,BAJFINANCE,S,887.46,893.15,3,eod,10:00,15:10,4.23,-17.07,2.83,-19.9,-0.31
2025-03-21,UNITDSPR,S,1389.31,1393.95,2,eod,11:10,15:10,6.27,-9.28,2.95,-12.23,-0.2
2025-03-24,SBILIFE,L,1573.79,1567.52,2,eod,09:30,15:10,4.47,-12.54,3.33,-15.87,-0.25
2025-03-24,TECHM,S,1414.29,1430.01,2,stop,09:30,09:50,7.82,-31.44,3.01,-34.46,-1.15
2025-03-25,AMBUJACEM,L,532.22,520.59,6,eod,09:30,15:10,5.52,-69.76,3.34,-73.1,-1.02
2025-04-04,BPCL,S,289.01,279.39,11,eod,09:30,15:10,4.05,105.77,3.33,102.45,1.39
2025-04-07,GRASIM,S,2507.25,2512.46,1,eod,10:10,15:10,4.08,-5.21,2.66,-7.87,-0.15
2025-04-08,TORNTPHARM,S,3193.35,3244.57,1,eod,10:45,15:10,4.04,-51.22,3.41,-54.63,-0.71
2025-04-17,WIPRO,L,237.22,237.08,14,eod,13:55,15:10,6.23,-1.92,3.52,-5.44,-0.08
2025-04-17,ZYDUSLIFE,S,826.59,832.92,4,eod,09:30,15:10,4.11,-25.32,3.52,-28.84,-0.57
2025-04-25,ADANIENSOL,S,958.42,916.86,3,eod,09:30,15:10,5.84,124.69,3.0,121.69,1.8
2025-04-30,BPCL,S,316.09,310.1,10,eod,09:35,15:10,4.0,59.87,3.33,56.54,0.89
2025-04-30,AMBUJACEM,L,546.22,540.23,6,eod,09:30,15:10,15.19,-35.96,3.45,-39.41,-0.5
2025-05-08,COALINDIA,L,394.95,386.91,8,stop,09:30,10:55,4.18,-64.33,3.31,-67.64,-1.08
2025-05-09,DLF,S,635.93,629.01,5,eod,09:30,15:10,4.23,34.59,3.36,31.23,0.41
2025-05-13,SUNPHARMA,S,1710.14,1701.65,1,eod,09:45,15:10,4.18,8.49,1.81,6.68,0.17
2025-05-14,CIPLA,L,1501.85,1493.15,2,eod,09:30,15:10,4.4,-17.39,3.17,-20.57,-0.38
2025-05-15,ADANIGREEN,S,956.97,968.18,3,eod,09:45,15:10,4.67,-33.64,3.06,-36.7,-0.77
2025-05-15,TATAPOWER,S,394.35,398.3,8,eod,09:40,15:10,6.88,-31.57,3.36,-34.93,-0.45
2025-05-16,BHARTIARTL,S,1811.59,1813.91,1,eod,09:55,15:10,60.97,-2.31,1.92,-4.23,-0.19
2025-05-21,HINDALCO,S,655.77,663.48,5,eod,09:30,15:10,5.09,-38.55,3.49,-42.04,-0.55
2025-05-23,SUNPHARMA,L,1665.03,1681.86,2,eod,09:30,15:10,4.23,33.65,3.55,30.1,0.53
2025-05-23,ITC,L,434.22,436.03,7,eod,10:05,15:10,4.3,12.7,3.23,9.47,0.26
2025-05-26,NTPC,S,346.98,343.87,9,eod,09:55,15:10,6.14,27.94,3.3,24.64,0.65
2025-05-28,ITC,L,421.46,419.84,7,eod,09:55,15:10,64.82,-11.34,3.12,-14.47,-0.24
2025-05-28,JIOFIN,S,294.0,290.65,11,eod,09:30,15:10,5.14,36.93,3.41,33.52,0.58
2025-05-29,CUMMINSIND,L,3075.44,3165.92,1,eod,09:35,15:10,5.53,90.48,3.32,87.16,1.16
2025-05-29,HYUNDAI,S,1884.06,1870.94,1,eod,09:35,15:10,4.66,13.12,1.99,11.13,0.7
2025-05-30,CUMMINSIND,L,3239.12,3269.16,1,eod,09:30,15:10,4.23,30.05,3.45,26.59,0.49
2025-06-06,HINDZINC,S,498.15,507.15,6,stop,10:35,12:40,12.36,-54.02,3.19,-57.21,-1.09
2025-06-09,HINDZINC,L,518.76,523.24,6,eod,10:20,15:10,4.72,26.87,3.32,23.56,0.36
2025-06-09,BAJFINANCE,L,955.48,960.07,3,eod,09:45,15:10,4.19,13.78,3.05,10.73,0.24
2025-06-09,KOTAKBANK,L,424.41,427.29,7,eod,09:30,15:10,4.23,20.12,3.16,16.96,0.38
2025-06-11,ADANIPOWER,S,118.59,117.66,28,eod,10:10,15:10,4.06,26.09,3.51,22.58,0.33
2025-06-12,ONGC,S,250.45,248.27,13,eod,10:50,15:10,11.03,28.35,3.44,24.91,0.4
