sym,entry_date,exit_date,net
HAL,2025-05-26,2025-06-02,-56.96008018451994
JINDALSTEL,2025-05-26,2025-06-02,-141.8419132670515
TVSMOTOR,2025-05-26,2025-06-02,-57.489266560067335
RELIANCE,2025-05-26,2025-06-02,-119.55506314998911
JSWSTEEL,2025-05-26,2025-06-02,-148.0113436270849
TITAN,2025-05-26,2025-06-02,-81.82643359250278
TATACONSUM,2025-05-26,2025-06-09,-146.71772706418233
MAXHEALTH,2025-06-02,2025-06-09,197.23949763367636
GODREJCP,2025-06-02,2025-06-09,-200.4265967681731
INDIGO,2025-06-02,2025-06-09,121.1534489361602
SHRIRAMFIN,2025-06-02,2025-06-09,455.1031354747547
UNITDSPR,2025-06-02,2025-06-09,204.92400143977648
CHOLAFIN,2025-06-02,2025-06-09,113.87626611390078
HDFCLIFE,2025-06-09,2025-06-16,-67.93886049562389
PIDILITIND,2025-06-09,2025-06-16,-92.83020071655119
TVSMOTOR,2025-06-09,2025-06-16,-87.38289291289311
SBILIFE,2025-06-09,2025-06-16,-121.23179190431256
BANKBARODA,2025-06-09,2025-06-16,-258.0710328423793
BAJAJFINSV,2025-06-09,2025-06-16,-24.845134722191688
MAZDOCK,2025-06-09,2025-06-23,-192.847570628393
TATASTEEL,2025-06-09,2025-06-23,-298.21424741657665
ETERNAL,2025-06-16,2025-06-23,-13.81290405728032
LODHA,2025-06-16,2025-06-23,31.19322927644862
TITAN,2025-06-16,2025-06-23,38.72586944563909
INDIGO,2025-06-16,2025-06-23,0.6952890388138258
ADANIPORTS,2025-06-16,2025-06-30,167.38753196682774
UNIONBANK,2025-06-16,2025-06-30,100.91834629153618
CANBK,2025-06-16,2025-06-30,16.77908197099532
PNB,2025-06-16,2025-06-30,-9.615960072072085
BAJFINANCE,2025-06-23,2025-06-30,302.59724990929317
MAXHEALTH,2025-06-23,2025-06-30,292.6952419936906
CUMMINSIND,2025-06-23,2025-06-30,112.11919654129224
DRREDDY,2025-06-23,2025-07-07,-82.11721076114281
MAZDOCK,2025-06-30,2025-07-07,50.2259543380801
HAL,2025-06-30,2025-07-07,47.166068238984735
MUTHOOTFIN,2025-06-30,2025-07-07,146.18503212083033
TECHM,2025-06-30,2025-07-07,-135.11986264676852
DLF,2025-06-30,2025-07-07,-117.67630533016927
LODHA,2025-06-30,2025-07-14,-148.2153757260985
AXISBANK,2025-06-30,2025-07-14,-235.8803985123095
CHOLAFIN,2025-07-07,2025-07-14,-16.40840450692849
KOTAKBANK,2025-07-07,2025-07-14,204.5878297432364
SHRIRAMFIN,2025-07-07,2025-07-14,-87.8707674015177
TATACONSUM,2025-07-07,2025-07-14,-79.75417306926465
NESTLEIND,2025-07-07,2025-07-14,-24.41743771693291
SBILIFE,2025-07-07,2025-07-14,90.90737839015765
HDFCLIFE,2025-07-07,2025-07-14,-219.59817545509395
MAXHEALTH,2025-07-14,2025-07-21,-87.00262827538972
UNIONBANK,2025-07-14,2025-07-21,25.772164200048792
BHARTIARTL,2025-07-14,2025-07-21,-72.42034399313025
DMART,2025-07-14,2025-07-21,-83.29827565334517
TVSMOTOR,2025-07-14,2025-07-21,152.21733618334838
DRREDDY,2025-07-14,2025-07-21,-55.08576150166846
MAZDOCK,2025-07-14,2025-07-28,-290.689531375212
BEL,2025-07-14,2025-07-28,-183.80823718858846
HAL,2025-07-21,2025-07-28,-137.1650954044062
KOTAKBANK,2025-07-21,2025-07-28,-331.9559841153505
SHRIRAMFIN,2025-07-21,2025-07-28,-274.45276971360727
JIOFIN,2025-07-21,2025-07-28,-156.68128558700118
GODREJCP,2025-07-21,2025-07-28,-181.96945797521403
HDFCLIFE,2025-07-21,2025-07-28,129.9141261859677
SBILIFE,2025-07-21,2025-07-28,73.00735083608924
RELIANCE,2025-07-28,2025-08-04,-28.269309183867335
ADANIPOWER,2025-07-28,2025-08-04,-66.40226103269015
TATACONSUM,2025-07-28,2025-08-04,73.71562426531364
ADANIPORTS,2025-07-28,2025-08-04,-225.13553139243504
EICHERMOT,2025-07-28,2025-08-04,55.43627790035771
CANBK,2025-07-28,2025-08-04,-273.8238324731092
TATAPOWER,2025-07-28,2025-08-04,-96.51096438177319
BAJFINANCE,2025-07-28,2025-08-04,-250.03596257380013
UNIONBANK,2025-07-28,2025-08-11,-244.05801484832955
PNB,2025-07-28,2025-08-11,-261.6820360437887
KOTAKBANK,2025-08-04,2025-08-11,-97.42310210391406
DLF,2025-08-04,2025-08-11,-231.7918625694092
TATASTEEL,2025-08-04,2025-08-11,116.81708994769997
JINDALSTEL,2025-08-04,2025-08-11,98.52851339695371
BPCL,2025-08-04,2025-08-11,-4.028238861205864
BEL,2025-08-04,2025-08-11,31.52241050381963
GODREJCP,2025-08-11,2025-08-18,19.5062401117666
JIOFIN,2025-08-11,2025-08-18,126.04894500506452
HYUNDAI,2025-08-11,2025-08-18,317.80674062364324
ICICIBANK,2025-08-11,2025-08-18,32.14670673058299
HDFCBANK,2025-08-11,2025-08-18,48.287901842267274
MAZDOCK,2025-08-04,2025-08-25,158.66538866270366
BRITANNIA,2025-08-11,2025-08-25,165.51643436921768
AMBUJACEM,2025-08-11,2025-08-25,-30.343252154470065
MAXHEALTH,2025-08-18,2025-08-25,58.93501068880687
ADANIPORTS,2025-08-18,2025-08-25,39.18463893833723
HDFCAMC,2025-08-18,2025-08-25,132.08998811616038
TATASTEEL,2025-08-18,2025-08-25,2.1031463132212593
BHARTIARTL,2025-08-18,2025-08-25,62.894108401470476
JSWSTEEL,2025-08-18,2025-08-25,-40.80470262556446
JINDALSTEL,2025-08-18,2025-08-25,28.53481516980446
MUTHOOTFIN,2025-08-25,2025-09-01,-100.36405005196684
BEL,2025-08-25,2025-09-01,-148.64205033079634
LT,2025-08-25,2025-09-01,-46.16840098538978
JIOFIN,2025-08-25,2025-09-01,-213.7881616185714
HAL,2025-08-25,2025-09-01,-203.62998794819305
HDFCBANK,2025-08-25,2025-09-01,-188.81249466046484
SBIN,2025-08-25,2025-09-01,-122.56536618985865
MAXHEALTH,2025-09-01,2025-09-08,45.20895871186167
CANBK,2025-09-01,2025-09-08,142.34482214381478
JINDALSTEL,2025-09-01,2025-09-08,423.1830739044599
HDFCAMC,2025-09-01,2025-09-08,29.17046561732559
M&M,2025-09-01,2025-09-08,363.6935935058218
RELIANCE,2025-09-01,2025-09-08,56.971228533696376
AMBUJACEM,2025-09-01,2025-09-08,5.702547948163556
CIPLA,2025-09-08,2025-09-15,4.795470387154637
HDFCLIFE,2025-09-08,2025-09-15,50.25684509689199
GODREJCP,2025-09-08,2025-09-15,-12.872279250575048
LT,2025-09-08,2025-09-15,-20.027076227514044
JIOFIN,2025-09-08,2025-09-15,-33.14733018334664
SBILIFE,2025-09-08,2025-09-15,30.338235906661794
BHARTIARTL,2025-09-08,2025-09-15,-19.983419469287128
ICICIBANK,2025-09-08,2025-09-15,25.586312154225197
HINDUNILVR,2025-09-08,2025-09-22,-159.89259336757095
DMART,2025-09-15,2025-09-22,133.63370802028476
ETERNAL,2025-09-15,2025-09-22,250.14738187370676
AMBUJACEM,2025-09-15,2025-09-22,163.4279984392606
TORNTPHARM,2025-09-15,2025-09-22,7.931282899836788
TITAN,2025-09-15,2025-09-29,-259.4795142537537
ASIANPAINT,2025-09-15,2025-09-29,-420.957109711273
HINDZINC,2025-09-22,2025-09-29,-39.025943899199774
HINDALCO,2025-09-22,2025-09-29,-26.02483922450938
NESTLEIND,2025-09-22,2025-09-29,-191.46323462236523
MAXHEALTH,2025-09-22,2025-09-29,-160.56772092749634
TMPV,2025-09-22,2025-09-29,-211.53061551554947
ICICIBANK,2025-09-22,2025-09-29,-166.34385612243477
GODREJCP,2025-09-22,2025-09-29,-363.80737775003763
JIOFIN,2025-09-29,2025-10-06,69.35217604840727
DRREDDY,2025-09-29,2025-10-06,-104.35960136718677
CGPOWER,2025-09-29,2025-10-06,5.788420284488893
MAZDOCK,2025-09-29,2025-10-06,32.40724512245106
ZYDUSLIFE,2025-09-29,2025-10-13,38.33217601695014
M&M,2025-09-29,2025-10-13,-17.393533705061145
ADANIPOWER,2025-10-06,2025-10-13,-38.42802345599921
BAJFINANCE,2025-10-06,2025-10-13,117.04085304736054
BHARTIARTL,2025-10-06,2025-10-13,58.50221871607664
DMART,2025-09-29,2025-10-20,-224.5450229429398
HDFCAMC,2025-10-06,2025-10-20,45.10447944949783
JINDALSTEL,2025-10-13,2025-10-20,-55.82627674118066
MOTHERSON,2025-10-13,2025-10-20,49.673832911978934
ADANIENT,2025-10-13,2025-10-20,26.980168342155594
HDFCLIFE,2025-10-13,2025-10-20,29.893704183544287
AMBUJACEM,2025-10-13,2025-10-20,5.702547948163556
TATACONSUM,2025-10-13,2025-10-20,152.3709414383984
ADANIGREEN,2025-10-20,2025-10-27,-127.76770235033928
PNB,2025-10-20,2025-10-27,106.47350420614839
MAZDOCK,2025-10-20,2025-10-27,-49.23725511923567
UNIONBANK,2025-10-20,2025-10-27,143.62597212089713
CANBK,2025-10-20,2025-10-27,-36.215753539325306
TATASTEEL,2025-10-20,2025-10-27,39.65855795655989
VEDL,2025-10-20,2025-10-27,241.73335588366172
HYUNDAI,2025-09-29,2025-11-03,-449.23707411466694
ETERNAL,2025-10-20,2025-11-03,-465.16039532928426
CGPOWER,2025-10-27,2025-11-03,4.495700451492667
MUTHOOTFIN,2025-10-27,2025-11-03,-17.73503393937881
HINDZINC,2025-10-27,2025-11-03,-161.32412505824868
ADANIPORTS,2025-10-27,2025-11-03,33.33032991625623
JSWSTEEL,2025-10-27,2025-11-03,228.54508552135485
ICICIBANK,2025-10-27,2025-11-03,-157.98418298880415
HDFCAMC,2025-10-27,2025-11-10,-91.28909021190702
KOTAKBANK,2025-11-03,2025-11-10,-88.13092145232531
BAJFINANCE,2025-11-03,2025-11-10,109.87460054344774
M&M,2025-11-03,2025-11-10,148.0797383704994
BAJAJFINSV,2025-11-03,2025-11-10,23.73648456297269
MAXHEALTH,2025-11-03,2025-11-10,-56.85427075448115
ZYDUSLIFE,2025-11-03,2025-11-10,-153.68104140655396
ADANIPOWER,2025-11-03,2025-11-17,-157.96013223968657
HINDALCO,2025-11-10,2025-11-17,17.894295048204185
GRASIM,2025-11-10,2025-11-17,24.402685855752225
ADANIGREEN,2025-11-10,2025-11-17,-2.41468829205769
ETERNAL,2025-11-10,2025-11-17,-57.28056523441683
HYUNDAI,2025-11-10,2025-11-17,3.559630010505316
JIOFIN,2025-11-10,2025-11-17,239.94417328421787
BHARTIARTL,2025-11-10,2025-11-17,200.74558361288382
TATAPOWER,2025-11-10,2025-11-24,-79.0295884886009
BAJFINANCE,2025-11-17,2025-11-24,-117.32356802807863
TVSMOTOR,2025-11-17,2025-11-24,13.891324778012404
BAJAJFINSV,2025-11-17,2025-11-24,-36.96877574001337
ONGC,2025-11-17,2025-11-24,-51.50806101878425
TATASTEEL,2025-11-17,2025-12-01,-221.6408572483606
HINDZINC,2025-11-24,2025-12-01,421.6468162793162
VEDL,2025-11-24,2025-12-01,347.36320350894493
ADANIENSOL,2025-11-24,2025-12-01,63.1968442326006
CGPOWER,2025-11-24,2025-12-01,-292.93090280718025
ADANIENT,2025-11-24,2025-12-01,-288.3060720458425
TORNTPHARM,2025-11-24,2025-12-01,5.8272616294525506
JINDALSTEL,2025-11-24,2025-12-01,27.470719465803995
JIOFIN,2025-11-24,2025-12-01,26.76636856840105
ADANIGREEN,2025-11-24,2025-12-01,-16.86481905425353
BHARTIARTL,2025-12-01,2025-12-08,-34.387851784933446
IOC,2025-12-01,2025-12-08,14.229822035468715
SBILIFE,2025-12-01,2025-12-08,43.303609309175954
BPCL,2025-12-01,2025-12-08,-16.343327707253593
MAXHEALTH,2025-12-01,2025-12-08,-275.50117529032923
ONGC,2025-12-01,2025-12-08,-96.67052244168462
BEL,2025-12-01,2025-12-08,-150.17337154122743
NESTLEIND,2025-12-01,2025-12-08,-91.91051992518442
ADANIPOWER,2025-12-01,2025-12-15,-167.76913277612312
JINDALSTEL,2025-12-08,2025-12-15,87.55480020825053
HDFCAMC,2025-12-08,2025-12-15,143.72066590348823
ADANIGREEN,2025-12-08,2025-12-15,105.32603840131833
ETERNAL,2025-12-08,2025-12-15,35.60941440227907
TITAN,2025-12-08,2025-12-15,32.907448692090384
ADANIENSOL,2025-12-08,2025-12-15,140.79177517917196
RELIANCE,2025-12-08,2025-12-15,0.49844617293638294
PNB,2025-12-08,2025-12-22,-89.51320413956091
CANBK,2025-12-08,2025-12-22,-9.933959208670785
ASIANPAINT,2025-12-15,2025-12-22,-14.965544516329828
BEL,2025-12-15,2025-12-22,13.959049999805757
BAJFINANCE,2025-12-15,2025-12-22,-70.79152629257078
BANKBARODA,2025-12-15,2025-12-22,120.58448656659948
BHARTIARTL,2025-12-15,2025-12-22,62.19261201925201
JIOFIN,2025-12-15,2025-12-22,-54.35888773984152
TATACONSUM,2025-12-15,2025-12-22,128.43049253306526
JSWSTEEL,2025-12-15,2025-12-29,-115.08531674296864
CHOLAFIN,2025-12-22,2025-12-29,109.89428281522305
AXISBANK,2025-12-22,2025-12-29,-63.93429671814647
CUMMINSIND,2025-12-22,2025-12-29,-120.14355390776836
JINDALSTEL,2025-12-22,2025-12-29,-70.9315875276834
ADANIENSOL,2025-12-22,2025-12-29,123.12892870621545
UNITDSPR,2025-12-22,2025-12-29,21.03846538120797
M&M,2025-12-22,2025-12-29,-8.477566007869427
ETERNAL,2025-12-22,2026-01-05,-136.4664713083739
SUNPHARMA,2025-12-22,2026-01-05,-88.63087056785844
HDFCAMC,2025-12-29,2026-01-05,-18.726033748370355
UNIONBANK,2025-12-29,2026-01-05,234.6669400719784
SBIN,2025-12-29,2026-01-05,128.81900672340362
IOC,2025-12-29,2026-01-05,200.2697260802379
ADANIPORTS,2025-12-29,2026-01-05,-32.07378931498897
DRREDDY,2025-12-29,2026-01-12,-274.08624786000655
HCLTECH,2025-12-29,2026-01-12,-38.451704833538315
IRFC,2026-01-05,2026-01-12,-355.3666604273121
HYUNDAI,2026-01-05,2026-01-12,-42.46697322687214
HINDZINC,2026-01-05,2026-01-12,-132.44449548071498
TCS,2026-01-05,2026-01-12,-67.03702216447437
INFY,2026-01-05,2026-01-12,-117.20295860723763
BAJFINANCE,2026-01-05,2026-01-12,-140.90173856561614
CUMMINSIND,2026-01-12,2026-01-19,-3.4170396619101666
RELIANCE,2026-01-12,2026-01-19,-108.56800662954629
BPCL,2026-01-12,2026-01-19,108.47010742810562
JINDALSTEL,2026-01-12,2026-01-19,82.98161782323314
IOC,2026-01-12,2026-01-19,93.92405398783285
MOTHERSON,2026-01-12,2026-01-19,-98.08085434422719
ADANIPOWER,2026-01-12,2026-01-19,-32.5221635153448
ADANIENSOL,2026-01-12,2026-01-27,-687.8821784835782
ADANIPORTS,2026-01-12,2026-01-27,-338.2993767922844
BHARTIARTL,2026-01-12,2026-01-27,-135.60965278523236
LT,2026-01-19,2026-01-27,-108.10525817922098
TVSMOTOR,2026-01-19,2026-01-27,-91.26261193355958
CHOLAFIN,2026-01-19,2026-01-27,-185.03893002042423
PNB,2026-01-27,2026-02-02,-47.97254317534134
ADANIPOWER,2026-01-27,2026-02-02,-93.14743791711044
MOTHERSON,2026-01-27,2026-02-02,19.121865316506955
BPCL,2026-01-27,2026-02-02,-106.95121793981889
SBILIFE,2026-01-27,2026-02-02,-98.13122164958031
HYUNDAI,2026-01-27,2026-02-02,-191.5122446506366
TITAN,2026-01-27,2026-02-09,145.1244614207185
BANKBARODA,2026-01-27,2026-02-09,-122.07692636720913
HINDZINC,2026-02-02,2026-02-09,444.00694786848
MUTHOOTFIN,2026-02-02,2026-02-09,211.28201503878245
CANBK,2026-02-02,2026-02-09,228.68270909661624
VEDL,2026-02-02,2026-02-09,177.38513153245458
HINDALCO,2026-02-02,2026-02-09,238.39030484492469
NESTLEIND,2026-02-02,2026-02-09,-21.887847777626575
UNIONBANK,2026-02-02,2026-02-09,299.9133106234631
INFY,2026-02-02,2026-02-09,-455.829724423852
TECHM,2026-02-09,2026-02-16,-332.9107333871216
HCLTECH,2026-02-09,2026-02-16,-483.19199522262534
TORNTPHARM,2026-02-09,2026-02-16,142.7548176007317
AXISBANK,2026-02-09,2026-02-16,-110.87279329762805
SHRIRAMFIN,2026-02-09,2026-02-16,266.23272725870356
SBILIFE,2026-02-09,2026-02-16,41.45604305401548
PNB,2026-02-09,2026-02-23,224.87915447431624
ADANIPOWER,2026-02-16,2026-02-23,129.77138831583397
COALINDIA,2026-02-16,2026-02-23,178.95653961681637
PFC,2026-02-16,2026-02-23,112.29360703922885
CANBK,2026-02-16,2026-02-23,465.61033660190424
HINDALCO,2026-02-16,2026-02-23,224.1457243036475
ADANIENSOL,2026-02-16,2026-02-23,93.67699696449472
ADANIPORTS,2026-02-16,2026-02-23,-54.61370940440611
BPCL,2026-02-16,2026-03-02,-96.71315703706114
HDFCAMC,2026-02-23,2026-03-02,-141.26369524376332
CHOLAFIN,2026-02-23,2026-03-02,-86.57950267118667
IOC,2026-02-23,2026-03-02,148.45485331825785
MOTHERSON,2026-02-23,2026-03-02,-185.2369770154928
MUTHOOTFIN,2026-02-16,2026-03-09,-519.9498756897169
GRASIM,2026-02-23,2026-03-09,-212.56256997980972
BAJFINANCE,2026-03-02,2026-03-09,-281.93007602559646
ADANIPOWER,2026-03-02,2026-03-09,98.38956002184932
SBILIFE,2026-03-02,2026-03-09,-288.5358651298561
SBIN,2026-03-02,2026-03-09,-315.3752803432799
TATACONSUM,2026-03-02,2026-03-09,-130.89567291218646
LT,2026-03-02,2026-03-16,-639.341608934295
BANKBARODA,2026-03-09,2026-03-16,-123.77109346038469
SHRIRAMFIN,2026-03-09,2026-03-16,126.02357458672577
PNB,2026-03-09,2026-03-16,-219.41580081630127
BPCL,2026-03-09,2026-03-16,-405.6557619244877
IOC,2026-03-09,2026-03-23,-564.5242442505996
CANBK,2026-03-09,2026-03-23,-258.1841251148353
TATASTEEL,2026-03-09,2026-03-23,-48.84460955904342
JSWSTEEL,2026-03-16,2026-03-23,94.06446090919962
SBIN,2026-03-16,2026-03-23,-72.3640055063679
UNIONBANK,2026-03-16,2026-03-23,27.97923597535646
MOTHERSON,2026-03-09,2026-03-30,-544.6212000659871
BEL,2026-03-16,2026-03-30,-386.1770117501019
HINDZINC,2026-03-16,2026-03-30,-360.1776012257651
TORNTPHARM,2026-03-23,2026-03-30,-81.26530932531205
SUNPHARMA,2026-03-23,2026-03-30,-6.967392613775701
CUMMINSIND,2026-03-23,2026-03-30,-65.21268406877971
HINDALCO,2026-03-23,2026-04-06,276.38543243028744
VEDL,2026-03-23,2026-04-06,161.07275098115224
PFC,2026-03-30,2026-04-06,93.55325384209118
TITAN,2026-03-30,2026-04-06,130.09276698283884
COALINDIA,2026-03-30,2026-04-06,7.690814233606034
MUTHOOTFIN,2026-03-30,2026-04-06,-22.31032762539553
SHRIRAMFIN,2026-03-23,2026-04-13,314.4710578867698
ADANIENSOL,2026-03-30,2026-04-13,645.8384334239004
NTPC,2026-04-06,2026-04-13,166.1126816183869
UNIONBANK,2026-04-06,2026-04-13,190.67324399185782
JSWSTEEL,2026-04-06,2026-04-13,232.80381320865854
CUMMINSIND,2026-04-06,2026-04-13,313.39546873665495
SBIN,2026-03-30,2026-04-20,267.682140800071
POWERGRID,2026-04-06,2026-04-20,348.961305546346
DMART,2026-04-13,2026-04-20,295.1414022935578
TATAPOWER,2026-04-13,2026-04-20,353.8624549554761
BEL,2026-04-13,2026-04-20,260.26039806712197
NESTLEIND,2026-04-13,2026-04-20,181.49241784304922
TORNTPHARM,2026-04-06,2026-04-27,104.75319215474383
COALINDIA,2026-04-13,2026-04-27,221.83875287342107
ONGC,2026-04-13,2026-04-27,-56.904914133409875
BANKBARODA,2026-04-20,2026-04-27,-132.6353940593999
TVSMOTOR,2026-04-20,2026-05-04,-366.8213798254901
TITAN,2026-04-20,2026-05-04,-159.81285580245003
VEDL,2026-04-27,2026-05-04,70.71116574580628
DMART,2026-04-27,2026-05-04,60.11761147391553
HDFCAMC,2026-04-27,2026-05-04,-52.39105701442713
LT,2026-04-27,2026-05-04,-65.00019284323116
UNIONBANK,2026-04-20,2026-05-11,-684.1591350324479
BEL,2026-04-27,2026-05-11,-113.44292717740245
MUTHOOTFIN,2026-04-27,2026-05-11,-50.57451836629707
SHRIRAMFIN,2026-04-27,2026-05-11,-118.03787144165426
AXISBANK,2026-05-04,2026-05-11,-60.737964884308894
CANBK,2026-05-04,2026-05-11,-119.85355131855431
MOTHERSON,2026-05-04,2026-05-11,306.36610007445506
PFC,2026-05-04,2026-05-11,11.374423528508487
CGPOWER,2026-05-04,2026-05-11,298.6363100079361
ONGC,2026-05-11,2026-05-18,297.7516679276696
COALINDIA,2026-05-11,2026-05-18,28.755105842916237
SBIN,2026-05-11,2026-05-18,-311.63112388214904
DMART,2026-05-11,2026-05-18,-100.4808343987379
ENRIN,2026-05-11,2026-05-18,-117.9556142378683
MAZDOCK,2026-05-11,2026-05-18,-219.70176806161817
DRREDDY,2026-05-11,2026-05-18,112.95774575988298
POWERGRID,2026-05-11,2026-05-18,-318.9662367742212
TATAPOWER,2026-05-11,2026-05-25,-285.8293957070564
SHRIRAMFIN,2026-05-18,2026-05-25,129.9784686569601
SIEMENS,2026-05-18,2026-05-25,232.84876147975456
HDFCAMC,2026-05-18,2026-05-25,77.61151594773037
CGPOWER,2026-05-18,2026-05-25,256.2463160319767
ADANIENSOL,2026-05-18,2026-05-25,225.73889115444445
TITAN,2026-05-18,2026-06-01,-63.40850930800207
BEL,2026-05-18,2026-06-01,-161.85979692828914
TATASTEEL,2026-05-25,2026-06-01,-66.29057128555633
PFC,2026-05-25,2026-06-01,-113.11778682340173
DRREDDY,2026-05-25,2026-06-01,-62.29105878371183
NTPC,2026-05-25,2026-06-01,-96.26725374649504
POWERGRID,2026-05-25,2026-06-08,-283.59242008804813
TATACONSUM,2026-05-25,2026-06-08,-339.4277782367035
ONGC,2026-05-25,2026-06-08,-474.4512044134235
SUNPHARMA,2026-05-25,2026-06-08,-149.82780185280308
TORNTPHARM,2026-06-01,2026-06-08,-122.59102971711127
GRASIM,2026-06-01,2026-06-08,-120.45109159745607
VEDL,2026-06-08,2026-06-15,-3.444073200211278
HINDZINC,2026-06-08,2026-06-15,93.06114282892759
NTPC,2026-06-08,2026-06-15,-55.74312976875353
MOTHERSON,2026-06-08,2026-06-15,102.79957208950509
ENRIN,2026-06-08,2026-06-15,18.624428550077937
JINDALSTEL,2026-06-08,2026-06-15,-69.13894294359397
NESTLEIND,2026-06-08,2026-06-15,71.43807182372984
ADANIPOWER,2026-06-08,2026-06-22,-24.85746069040397
SIEMENS,2026-06-08,2026-06-22,127.4605855859345
COALINDIA,2026-06-15,2026-06-22,2.064773212361615
ADANIENSOL,2026-06-15,2026-06-22,-10.768571972907921
TATASTEEL,2026-06-15,2026-06-22,-50.49919022539052
ADANIENT,2026-06-15,2026-06-22,51.408282898080415
TATAPOWER,2026-06-15,2026-06-22,16.092079996935354
TORNTPHARM,2026-06-22,2026-06-29,27.135504405612664
ZYDUSLIFE,2026-06-22,2026-06-29,102.51040427491716
JINDALSTEL,2026-06-22,2026-06-29,-382.1874208065574
DRREDDY,2026-06-22,2026-06-29,298.1058328551849
HINDALCO,2026-06-08,2026-07-06,-433.63542586453514
VEDL,2026-06-22,2026-07-06,-337.23872566976206
JSWSTEEL,2026-06-22,2026-07-06,-211.90513558068005
ASIANPAINT,2026-06-22,2026-07-06,-46.17327245662591
VBL,2026-06-29,2026-07-06,-14.115479411419074
COALINDIA,2026-06-29,2026-07-06,-3.887838901106079
ENRIN,2026-06-29,2026-07-13,-231.02567995417712
SIEMENS,2026-06-29,2026-07-13,-201.6950904055775
CGPOWER,2026-07-06,2026-07-13,24.94617961356016
LT,2026-07-06,2026-07-13,-165.36730439239
ADANIPOWER,2026-07-06,2026-07-13,-155.1430980216519
AXISBANK,2026-07-06,2026-07-13,-152.26074293518377
MOTHERSON,2026-07-06,2026-07-20,-116.84554288172876
PFC,2026-07-06,2026-07-20,-246.87359136035593
TRENT,2026-07-13,2026-07-20,-72.01843581794401
VBL,2026-07-13,2026-07-20,-162.95428648118832
MAXHEALTH,2026-07-13,2026-07-20,-100.49504817171601
ASIANPAINT,2026-07-13,2026-07-20,11.29963859270174
ADANIPORTS,2026-07-13,2026-07-20,18.873569029345617
VEDL,2026-07-13,2026-07-27,-102.39686442067523
GRASIM,2026-07-20,2026-07-27,-64.09662562790982
DLF,2026-07-20,2026-07-27,-139.95960259827234
INDHOTEL,2026-07-20,2026-07-27,-8.276772765101668
PIDILITIND,2026-07-20,2026-07-27,28.57784779106396
HINDALCO,2026-07-20,2026-07-27,-31.481270870709068
ENRIN,2026-07-20,2026-08-03,-172.90714002031746
LODHA,2026-07-20,2026-08-03,146.85037497067378
CHOLAFIN,2026-07-27,2026-08-03,221.62706824913312
BAJFINANCE,2026-07-27,2026-08-03,563.9107605456384
ZYDUSLIFE,2026-07-27,2026-08-03,57.50150380968171
ADANIGREEN,2026-07-27,2026-08-10,-147.86151783003152
ADANIENT,2026-07-27,2026-08-10,-53.83716208687247
ADANIPORTS,2026-07-27,2026-08-10,-218.613628258488
CGPOWER,2026-07-27,2026-08-10,6.8297263038230085
ADANIENSOL,2026-08-03,2026-08-10,-78.20239779213853
ADANIPOWER,2026-08-03,2026-08-10,-92.34375696615098
BAJFINANCE,2026-08-10,2026-08-17,-26.154141342191906
GAIL,2026-08-10,2026-08-17,-29.26870103098645
MAXHEALTH,2026-08-10,2026-08-17,-277.9087142608337
LODHA,2026-08-10,2026-08-17,38.672406357865384
SUNPHARMA,2026-08-10,2026-08-17,-42.17735841981448
RECLTD,2026-08-10,2026-08-17,-403.3386632107299
PFC,2026-08-10,2026-08-17,-431.36330326694497
VEDL,2026-08-17,2026-08-24,158.3710980355736
SBIN,2026-08-17,2026-08-24,-98.97207782033365
TVSMOTOR,2026-08-17,2026-08-24,33.74486028136835
GRASIM,2026-08-17,2026-08-24,46.23409509717658
JSWSTEEL,2026-08-17,2026-08-24,71.05292875372379
NESTLEIND,2026-08-17,2026-08-24,-71.1111069156268
M&M,2026-08-17,2026-08-24,-38.78925084249795
INDHOTEL,2026-08-17,2026-08-24,23.01174298594924
ADANIENSOL,2026-08-24,2026-08-31,61.04787542678514
TECHM,2026-08-24,2026-08-31,90.28191742467516
PIDILITIND,2026-08-24,2026-08-31,-71.54573485144647
CGPOWER,2026-08-24,2026-08-31,51.34050280688007
TRENT,2026-08-24,2026-08-31,-56.31969941534999
UNITDSPR,2026-08-31,2026-09-07,-132.6701912655485
NESTLEIND,2026-08-31,2026-09-07,-166.26699084350003
INDHOTEL,2026-08-31,2026-09-07,73.46582099427178
MOTHERSON,2026-08-31,2026-09-07,-147.6061077121276
GRASIM,2026-08-31,2026-09-07,2.1125133472323796
BAJFINANCE,2026-08-31,2026-09-07,-55.548642216082044
TVSMOTOR,2026-08-31,2026-09-07,-196.71322664683794
ENRIN,2026-08-17,2026-09-15,-366.3777343903803
SHRIRAMFIN,2026-08-31,2026-09-15,-174.2858999957307
ADANIENSOL,2026-09-07,2026-09-15,-138.91150405299777
ADANIENT,2026-09-07,2026-09-15,111.37062355164062
ZYDUSLIFE,2026-09-07,2026-09-15,-12.380492304200743
VEDL,2026-09-07,2026-09-15,-168.43999056157463
HINDZINC,2026-09-07,2026-09-15,-193.5751373191265
DLF,2026-09-15,2026-09-21,-28.666128617185223
TMCV,2026-09-15,2026-09-21,-42.5769596428363
PIDILITIND,2026-09-15,2026-09-21,32.910621048457415
UNIONBANK,2026-09-15,2026-09-21,-93.04790578310258
UNITDSPR,2026-09-15,2026-09-21,-57.815397621091506
JSWSTEEL,2026-09-15,2026-09-21,16.84570463005184
